Unique code,Divisi,Tahun,Bulan Pengamatan,Kawasan,Varietas Tebu,Bulan Tanam2,Nama Blok,Tanggal Pengamatan,Luas Tanah,Bulan Tanam,Tahun Tanam,Category Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,stem_borer_label,top_borer_label,kutu_perisai_label,Curah hujan (mm),Kategori Luas Tanah
III20235GMP 79,III,2023,5,16.0,GMP 7,9,66 TS 06,2023-05-10,5.07,2022-09-01,2022,PC,PC,8,6.84,14.89,1.7,5,5,0,1000,0.0,Red,Black,Green,90,Medium
III20235GMP 79,III,2023,5,16.0,GMP 7,9,63 TS 06,2023-05-10,3.34,2022-09-01,2022,PC,PC,8,2.42,10.53,2.5,5,5,0,1000,0.0,Green,Black,Green,90,Small
III20235GMP 56,III,2023,5,15.0,GMP 5,6,51 TU 16,2023-05-10,6.4,2022-06-01,2022,RC1,RC1,11,4.73,9.46,35.2,0,0,0,1000,0.0,Green,Red,Red,90,Medium
III20235RGM 01-183410,III,2023,5,12.0,R34,10,23 TS 15,2023-05-10,10.16,2022-10-01,2022,RC1,RC1,7,7.53,5.39,4.17,5,4,10,1000,0.0,Red,Red,Red,90,Big
III20235RGM 01-183410,III,2023,5,12.0,R34,10,23 TS 18,2023-05-10,6.9,2022-10-01,2022,RC1,RC1,7,10.04,8.59,7.75,5,4,10,1000,0.0,Black,Black,Red,90,Medium
III20235GMP 69,III,2023,5,7.0,GMP 6,9,64 TU 16,2023-05-10,6.16,2022-09-01,2022,PC,PC,8,10.04,6.61,4.1,5,0,0,0,0.0,Black,Red,Green,90,Medium
III20235GMP 39,III,2023,5,19.0,GMP 3,9,33 TS 39,2023-05-10,5.36,2022-09-01,2022,RC1,RC1,8,5.08,5.84,3.4,6,0,0,1000,0.0,Red,Red,Green,90,Medium
III20235GP 117,III,2023,5,21.0,G11,7,49 TS 30,2023-05-10,5.11,2022-07-01,2022,RC1,RC1,10,6.13,5.58,55.5,0,0,10,1000,0.0,Red,Red,Black,90,Medium
III20235GP 117,III,2023,5,21.0,G11,7,51 TS 28,2023-05-10,4.98,2022-07-01,2022,RC1,RC1,10,5.81,4.58,1.9,0,0,10,1000,0.0,Red,Green,Green,90,Medium
III20235GMP 56,III,2023,5,21.0,GMP 5,6,47 TS 36,2023-05-10,6.22,2022-06-01,2022,PC,PC,11,7.99,6.97,32.3,0,0,0,1000,0.0,Red,Red,Red,90,Medium
III20235RGM 01-16869,III,2023,5,3.0,R86,9,84 TU 44,2023-05-10,2.97,2022-09-01,2022,PC,PC,8,5.13,4.24,1.83,5,4,0,1000,0.0,Red,Red,Green,90,Small
III20235GMP 56,III,2023,5,21.0,GMP 5,6,50 TS 35,2023-05-10,4.46,2022-06-01,2022,PC,PC,11,6.33,7.09,14.0,0,0,0,1000,0.0,Red,Red,Green,90,Medium
III20235GMP 78,III,2023,5,18.0,GMP 7,8,68 TS 20,2023-05-10,5.55,2022-08-01,2022,RC1,RC1,9,2.36,7.75,100.3,5,0,0,1000,0.0,Green,Red,Black,90,Medium
III20235GP 116,III,2023,5,6.0,G11,6,36 TU 22,2023-05-10,5.91,2022-06-01,2022,PC,PC,11,2.45,2.07,1.4,5,0,0,1000,0.0,Green,Green,Green,90,Medium
III20235GMP 78,III,2023,5,18.0,GMP 7,8,55 TS 15,2023-05-10,9.02,2022-08-01,2022,RC1,RC1,9,7.49,11.43,53.92,5,0,0,1000,0.0,Red,Black,Black,90,Big
III20235RGM 02-1087,III,2023,5,11.0,R08,7,48 TU 19,2023-05-10,7.35,2022-07-01,2022,PC,PC,10,2.85,4.18,5.65,6,5,0,0,0.0,Green,Green,Green,90,Big
III20235GMP 78,III,2023,5,18.0,GMP 7,8,41 TS 19,2023-05-10,7.63,2022-08-01,2022,PC,PC,9,6.74,7.35,4.4,5,0,0,1000,0.0,Red,Red,Green,90,Big
III20235GMP 56,III,2023,5,21.0,GMP 5,6,47 TS 35,2023-05-10,5.88,2022-06-01,2022,PC,PC,11,7.46,7.98,31.3,0,0,0,1000,0.0,Red,Red,Red,90,Medium
III20235GP 118,III,2023,5,9.0,G11,8,89 TU 38,2023-05-10,5.16,2022-08-01,2022,PC,PC,9,2.71,8.21,0.35,5,0,0,0,0.0,Green,Red,Green,90,Medium
IV20235RGM 01-16869,IV,2023,5,26.0,R86,9,106 TU 12,2023-05-10,3.76,2022-09-01,2022,PC,PC,8,6.0,8.11,0.9,5,5,9,170,0.0,Red,Red,Green,84,Small
IV20235RGM06-65410,IV,2023,5,3.0,R54,10,150 TU 66,2023-05-10,2.51,2022-10-01,2022,PC,PC,7,6.15,2.59,1.0,0,0,0,0,0.0,Red,Green,Red,84,Small
IV20235RGM 02-1087,IV,2023,5,10.0,R08,7,166 TU 61,2023-05-10,4.41,2022-07-01,2022,PC,PC,10,4.88,19.6,15.7,5,5,0,190,0.0,Green,Black,Green,84,Medium
IV20235GMP 77,IV,2023,5,8.0,GMP 7,7,149 TU 60,2023-05-10,5.04,2022-07-01,2022,RC1,RC1,10,5.85,10.32,112.6,5,5,0,120,0.0,Red,Black,Black,84,Medium
IV20235RGM 02-1087,IV,2023,5,10.0,R08,7,163 TU 54,2023-05-10,3.48,2022-07-01,2022,PC,PC,10,8.75,20.18,28.1,5,5,0,190,0.0,Red,Black,Red,84,Small
IV20235RGM06-65410,IV,2023,5,3.0,R54,10,149 TU 66,2023-05-10,4.09,2022-10-01,2022,PC,PC,7,6.31,5.1,0.2,0,0,0,0,0.0,Red,Red,Green,84,Medium
IV20235RGM 00-6126,IV,2023,5,1.0,R2,6,131 TU 70,2023-05-10,6.66,2022-06-01,2022,RC1,RC1,11,4.33,8.3,1.35,0,0,5,0,0.0,Green,Red,Green,84,Medium
IV20235GMP 77,IV,2023,5,8.0,GMP 7,7,146 TU 53,2023-05-10,5.7,2022-07-01,2022,RC1,RC1,10,5.03,6.3,41.9,5,5,0,120,0.0,Red,Red,Black,84,Medium
IV20235GMP 78,IV,2023,5,28.0,GMP 7,8,132 TU 08,2023-05-10,6.8,2022-08-01,2022,RC2,RC2,9,5.54,5.58,29.65,5,5,0,200,0.0,Red,Red,Black,84,Medium
IV20235GMP 78,IV,2023,5,28.0,GMP 7,8,132 TU 09,2023-05-10,5.6,2022-08-01,2022,RC2,RC2,9,3.48,7.2,43.1,5,5,0,200,0.0,Green,Red,Black,84,Medium
V20235GMP 56,V,2023,5,31.0,GMP 5,6,106 BS 24,2023-05-10,3.23,2022-06-01,2022,PC,PC,11,1.27,9.82,1.5,5,0,0,0,0.0,Green,Red,Green,128,Small
V20235RGM 02-1086,V,2023,5,11.0,R08,6,129 BU 17,2023-05-10,7.04,2022-06-01,2022,PC,PC,11,2.93,7.91,73.5,0,0,10,120,10.3,Green,Red,Black,128,Big
V20235RGM06-65411,V,2023,5,6.0,R54,11,133 BU 23,2023-05-10,5.59,2022-11-01,2022,PC,PC,6,5.42,9.85,0.5,0,0,0,0,0.0,Red,Black,Red,128,Medium
V20235GMP 78,V,2023,5,22.0,GMP 7,8,139 BS 12,2023-05-10,11.41,2022-08-01,2022,RC2,RC2,9,1.41,5.8,2.35,6,4,0,0,0.0,Green,Red,Green,128,Big
V20235RGM 02-1086,V,2023,5,11.0,R08,6,130 BU 11,2023-05-10,3.57,2022-06-01,2022,PC,PC,11,4.19,12.03,155.1,0,0,10,120,10.3,Green,Black,Black,128,Small
V20235GMP 78,V,2023,5,22.0,GMP 7,8,139 BS 14,2023-05-10,9.64,2022-08-01,2022,RC2,RC2,9,3.77,5.94,5.5,6,4,0,0,0.0,Green,Red,Green,128,Big
V20235RGM06-65410,V,2023,5,23.0,R54,10,129 BS 10,2023-05-10,9.35,2022-10-01,2022,PC,PC,7,4.83,8.5,0.45,0,0,0,0,0.0,Red,Red,Green,128,Big
V20235RGM 02-1086,V,2023,5,27.0,R08,6,154 BS 22,2023-05-10,3.68,2022-06-01,2022,PC,PC,11,1.71,5.56,43.05,0,0,10,120,10.3,Green,Red,Black,128,Small
V20235GMP 78,V,2023,5,3.0,GMP 7,8,129 BU 45,2023-05-10,6.18,2022-08-01,2022,RC1,RC1,9,4.53,3.63,65.8,6,4,0,0,0.0,Red,Green,Black,128,Medium
V20235GMP 56,V,2023,5,31.0,GMP 5,6,107 BS 20,2023-05-10,6.84,2022-06-01,2022,PC,PC,11,2.98,4.33,30.15,5,0,0,0,0.0,Green,Green,Red,128,Medium
V20235RGM 00-6127,V,2023,5,30.0,R2,7,111 BS 22,2023-05-10,3.77,2022-07-01,2022,RC1,RC1,10,5.96,6.3,2.1,6,0,0,190,10.3,Red,Red,Green,128,Small
VII20235GMP 78,VII,2023,5,19.0,GMP 7,8,364 TU 109,2023-05-10,3.35,2022-08-01,2022,RC1,RC1,9,3.45,8.4,1.2,5,5,0,130,0.0,Green,Red,Green,57,Small
VII20235GMP 78,VII,2023,5,19.0,GMP 7,8,362 TU 111,2023-05-10,4.3,2022-08-01,2022,RC1,RC1,9,1.99,8.1,0.9,5,5,0,130,0.0,Green,Red,Green,57,Medium
VII20235GMP 78,VII,2023,5,19.0,GMP 7,8,358 TU 106,2023-05-10,2.44,2022-08-01,2022,RC1,RC1,9,3.57,17.07,1.67,5,5,0,130,0.0,Green,Black,Green,57,Small
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,241 TU 80,2023-05-10,2.78,2022-10-01,2022,RC5,RC2,7,3.23,9.93,2.67,5,5,0,0,0.0,Green,Black,Red,128,Small
VI20235RGM 00-4779,VI,2023,5,3.0,R7,9,218 TU 86,2023-05-10,2.51,2022-09-01,2022,RC1,RC1,8,5.81,6.91,0.0,5,0,0,0,0.0,Red,Red,Green,128,Small
VI20235RGM 02-1087,VI,2023,5,10.0,R08,7,218 TU 67,2023-05-10,6.86,2022-07-01,2022,PC,PC,10,2.73,14.5,0.7,0,0,0,0,0.0,Green,Black,Green,128,Medium
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,237 TU 75,2023-05-10,4.34,2022-10-01,2022,RC5,RC2,7,2.73,7.66,0.2,5,5,0,0,0.0,Green,Red,Green,128,Medium
VI20235RGM 02-1087,VI,2023,5,1.0,R08,7,179 TU 83,2023-05-10,4.43,2022-07-01,2022,RC2,RC2,10,7.09,8.26,7.13,0,0,0,0,0.0,Red,Red,Green,128,Medium
VI20235GMP 39,VI,2023,5,12.0,GMP 3,9,239 TU 85,2023-05-10,3.82,2022-09-01,2022,PC,PC,8,1.67,4.11,0.1,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235GMP 56,VI,2023,5,12.0,GMP 5,6,233 TU 76,2023-05-10,7.38,2022-06-01,2022,PC,PC,11,5.92,2.7,39.65,5,0,0,0,0.0,Red,Green,Red,128,Big
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,241 TU 78,2023-05-10,2.59,2022-10-01,2022,RC5,RC2,7,1.49,3.56,0.0,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235RGM 02-1087,VI,2023,5,10.0,R08,7,211 TU 67,2023-05-10,5.11,2022-07-01,2022,PC,PC,10,2.7,10.1,1.25,0,0,0,0,0.0,Green,Black,Green,128,Medium
VI20235RGM 02-1087,VI,2023,5,1.0,R08,7,180 TU 85,2023-05-10,3.29,2022-07-01,2022,RC2,RC2,10,5.81,17.18,38.1,0,0,0,0,0.0,Red,Black,Red,128,Small
VI20235RGM 00-4779,VI,2023,5,3.0,R7,9,219 TU 83,2023-05-10,2.48,2022-09-01,2022,RC1,RC1,8,3.3,8.59,0.0,5,0,0,0,0.0,Green,Red,Green,128,Small
VI20235RGM 02-1087,VI,2023,5,10.0,R08,7,213 TU 67,2023-05-10,3.65,2022-07-01,2022,PC,PC,10,3.25,7.67,2.2,0,0,0,0,0.0,Green,Red,Green,128,Small
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,238 TU 78,2023-05-10,3.19,2022-10-01,2022,RC5,RC2,7,0.88,1.02,0.0,5,5,0,0,0.0,Green,Green,Green,128,Small
VI20235GMP 310,VI,2023,5,28.0,GMP 3,10,309 TU 119,2023-05-10,3.01,2022-10-01,2022,PC,PC,7,2.0,7.69,0.0,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235RGM 00-4779,VI,2023,5,3.0,R7,9,219 TU 85,2023-05-10,3.24,2022-09-01,2022,RC1,RC1,8,5.44,0.91,0.2,5,0,0,0,0.0,Red,Green,Green,128,Small
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,239 TU 75,2023-05-10,2.24,2022-10-01,2022,RC5,RC2,7,2.82,6.16,0.0,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235GMP 310,VI,2023,5,28.0,GMP 3,10,305 TU 121,2023-05-10,1.94,2022-10-01,2022,PC,PC,7,5.13,13.71,0.0,5,5,0,0,0.0,Red,Black,Green,128,Small
VI20235GMP 310,VI,2023,5,28.0,GMP 3,10,304 TU 122,2023-05-10,1.8,2022-10-01,2022,PC,PC,7,2.86,6.57,0.0,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235RGM 00-4779,VI,2023,5,3.0,R7,9,219 TU 87,2023-05-10,2.91,2022-09-01,2022,RC1,RC1,8,6.49,6.05,0.17,5,0,0,0,0.0,Red,Red,Green,128,Small
VI20235GMP 310,VI,2023,5,28.0,GMP 3,10,305 TU 122,2023-05-10,1.78,2022-10-01,2022,PC,PC,7,4.88,6.29,0.0,5,5,0,0,0.0,Red,Red,Green,128,Small
VI20235RGM 02-1087,VI,2023,5,20.0,R08,7,178 TU 48,2023-05-10,5.44,2022-07-01,2022,RC1,RC1,10,6.59,18.61,9.5,0,0,0,0,0.0,Red,Black,Green,128,Medium
VI20235RGM 02-1087,VI,2023,5,20.0,R08,7,181 TU 51,2023-05-10,6.23,2022-07-01,2022,RC1,RC1,10,10.74,26.47,6.55,0,0,0,0,0.0,Black,Black,Green,128,Medium
VI20235RGM 02-1087,VI,2023,5,20.0,R08,7,181 TU 53,2023-05-10,7.21,2022-07-01,2022,RC1,RC1,10,7.87,44.82,7.25,0,0,0,0,0.0,Red,Black,Green,128,Big
VI20235GMP 39,VI,2023,5,12.0,GMP 3,9,237 TU 84,2023-05-10,5.05,2022-09-01,2022,PC,PC,8,1.21,3.48,0.15,5,5,0,0,0.0,Green,Green,Green,128,Medium
VI20235RGM 01-168610,VI,2023,5,11.0,R86,10,225 TU 76,2023-05-10,4.93,2022-10-01,2022,RC1,RC1,7,2.61,9.69,24.4,5,0,0,0,0.0,Green,Black,Black,128,Medium
VI20235RGM 01-168610,VI,2023,5,11.0,R86,10,225 TU 81,2023-05-10,2.21,2022-10-01,2022,RC1,RC1,7,2.94,9.46,0.67,5,0,0,0,0.0,Green,Black,Green,128,Small
VI20235GMP 310,VI,2023,5,23.0,GMP 3,10,284 TU 98,2023-05-10,1.84,2022-10-01,2022,PC,PC,7,0.0,1.7,2.5,5,5,0,0,0.0,Green,Green,Red,128,Small
VI20235GMP 310,VI,2023,5,23.0,GMP 3,10,284 TU 99,2023-05-10,2.26,2022-10-01,2022,PC,PC,7,1.75,5.88,3.5,5,5,0,0,0.0,Green,Red,Red,128,Small
VI20235RGM 01-120610,VI,2023,5,23.0,R06,10,282 TU 106,2023-05-10,2.15,2022-10-01,2022,PC,PC,7,2.82,4.48,9.0,4,0,0,0,0.0,Green,Red,Red,128,Small
VI20235GMP 78,VI,2023,5,27.0,GMP 7,8,305 TU 117,2023-05-10,3.97,2022-08-01,2022,PC,PC,9,0.68,7.09,0.0,5,5,0,0,0.0,Green,Red,Green,128,Small
VI20235GMP 78,VI,2023,5,27.0,GMP 7,8,303 TU 115,2023-05-10,3.58,2022-08-01,2022,PC,PC,9,0.67,2.26,0.0,5,5,0,0,0.0,Green,Green,Green,128,Small
VI20235RGM 01-168610,VI,2023,5,14.0,R86,10,254 TU 70,2023-05-10,2.74,2022-10-01,2022,RC1,RC1,7,1.41,6.37,24.17,5,0,0,0,0.0,Green,Red,Black,128,Small
VI20235RGM 01-168610,VI,2023,5,14.0,R86,10,256 TU 72,2023-05-10,2.61,2022-10-01,2022,RC1,RC1,7,0.0,10.38,7.67,5,0,0,0,0.0,Green,Black,Red,128,Small
VI20235GMP 310,VI,2023,5,12.0,GMP 3,10,239 TU 80,2023-05-10,4.23,2022-10-01,2022,RC5,RC2,7,0.95,4.11,0.2,5,5,0,0,0.0,Green,Red,Green,128,Medium
III20235GMP 310,III,2023,5,12.0,GMP 3,10,41 TS 11,2023-05-11,2.46,2022-10-01,2022,RC1,RC1,7,6.25,4.87,1.83,5,5,10,1000,0.0,Red,Red,Red,90,Small
III20235GP 117,III,2023,5,17.0,G11,7,68 TS 11,2023-05-11,4.47,2022-07-01,2022,RC1,RC1,10,5.81,4.84,11.9,0,0,10,1000,0.0,Red,Green,Green,90,Medium
III20235GP 117,III,2023,5,17.0,G11,7,67 TS 12,2023-05-11,6.49,2022-07-01,2022,RC1,RC1,10,3.38,3.46,5.25,0,0,10,1000,0.0,Green,Green,Green,90,Medium
III20235RGM 01-16869,III,2023,5,3.0,R86,9,86 TU 41,2023-05-11,4.5,2022-09-01,2022,RC1,RC1,8,2.0,3.21,3.2,5,4,0,1000,0.0,Green,Green,Green,90,Medium
III20235RGM 01-16869,III,2023,5,3.0,R86,9,84 TU 41,2023-05-11,7.2,2022-09-01,2022,RC1,RC1,8,2.72,2.9,1.45,5,4,0,1000,0.0,Green,Green,Green,90,Big
III20235RGM 01-168610,III,2023,5,3.0,R86,10,76 TU 44,2023-05-11,4.03,2022-10-01,2022,PC,PC,7,5.56,5.63,0.1,5,0,0,1000,0.0,Red,Red,Green,90,Medium
III20235RGM 01-18348,III,2023,5,9.0,R34,8,82 TU 38,2023-05-11,7.2,2022-08-01,2022,RC1,RC1,9,8.82,10.14,3.25,5,0,10,1000,0.0,Red,Black,Green,90,Big
III20235RGM 01-8698,III,2023,5,9.0,R69,8,80 TU 34,2023-05-11,8.08,2022-08-01,2022,PC,PC,9,6.47,8.57,4.3,5,4,0,0,0.0,Red,Red,Green,90,Big
III20235GMP 79,III,2023,5,16.0,GMP 7,9,57 TS 05,2023-05-11,6.21,2022-09-01,2022,PC,PC,8,6.98,8.22,6.85,5,5,0,1000,0.0,Red,Red,Red,90,Medium
I20235GP 116,I,2023,5,5.0,G11,6,85 BU 15,2023-05-11,7.08,2022-06-01,2022,RC1,RC1,11,9.86,25.07,1.25,0,0,0,0,0.0,Red,Black,Green,58,Big
I20235RGM 02-1086,I,2023,5,1.0,R08,6,80 BU 41,2023-05-11,6.16,2022-06-01,2022,PC,PC,11,4.43,19.52,56.65,6,0,0,150,0.0,Green,Black,Black,58,Medium
I20235GMP 78,I,2023,5,15.0,GMP 7,8,39 BU 07,2023-05-11,8.41,2022-08-01,2022,RC2,RC2,9,4.68,10.1,7.13,6,5,0,140,0.0,Red,Black,Green,58,Big
I20235GMP 78,I,2023,5,15.0,GMP 7,8,38 BU 03,2023-05-11,7.08,2022-08-01,2022,RC2,RC2,9,8.39,18.07,22.5,6,5,0,140,0.0,Red,Black,Black,58,Big
I20235RGM06-6549,I,2023,5,19.0,R54,9,90 BS 18,2023-05-11,3.74,2022-09-01,2022,PC,PC,8,13.91,17.9,9.6,0,0,0,0,0.0,Black,Black,Red,58,Small
I20235RGM 01-8699,I,2023,5,20.0,R69,9,80 BS 18,2023-05-11,11.38,2022-09-01,2022,PC,PC,8,5.04,21.81,13.45,6,0,0,120,0.0,Red,Black,Red,58,Big
I20235GMP 77,I,2023,5,23.0,GMP 7,7,95 BS 22,2023-05-11,8.01,2022-07-01,2022,RC2,RC2,10,9.0,23.33,103.3,5,0,0,130,0.0,Red,Black,Black,58,Big
II20235RGM 02-1087,II,2023,5,26.0,R08,7,03 BS 45,2023-05-11,4.4,2022-07-01,2022,PC,PC,10,6.33,10.82,116.6,0,0,9,105,0.0,Red,Black,Black,79,Medium
II20235RGM 02-1087,II,2023,5,25.0,R08,7,11 BS 45,2023-05-11,3.97,2022-07-01,2022,PC,PC,10,2.61,18.68,25.2,0,0,9,105,0.0,Green,Black,Red,79,Small
II20235RGM 02-1087,II,2023,5,26.0,R08,7,03 BS 40,2023-05-11,6.03,2022-07-01,2022,PC,PC,10,5.86,21.36,76.25,0,0,9,105,0.0,Red,Black,Black,79,Medium
II20235RGM 01-18348,II,2023,5,20.0,R34,8,02 BS 28,2023-05-11,6.08,2022-08-01,2022,RC1,RC1,9,6.27,15.75,12.7,0,0,10,103,0.0,Red,Black,Red,79,Medium
II20235RGM 02-1087,II,2023,5,25.0,R08,7,13 BS 44,2023-05-11,5.09,2022-07-01,2022,PC,PC,10,4.25,18.42,4.6,0,0,9,105,0.0,Green,Black,Green,79,Medium
II20235GMP 77,II,2023,5,25.0,GMP 7,7,13 BS 49,2023-05-11,6.12,2022-07-01,2022,PC,PC,10,2.94,5.77,8.15,0,5,10,90,0.0,Green,Red,Green,79,Medium
II20235GMP 77,II,2023,5,25.0,GMP 7,7,12 BS 54,2023-05-11,6.94,2022-07-01,2022,PC,PC,10,2.95,8.89,3.7,0,5,10,90,0.0,Green,Red,Green,79,Medium
IV20235RGM 01-16869,IV,2023,5,23.0,R86,9,138 TU 22,2023-05-11,6.92,2022-09-01,2022,PC,PC,8,7.06,10.85,5.8,5,5,9,170,0.0,Red,Black,Red,84,Medium
IV20235RGM 01-16869,IV,2023,5,23.0,R86,9,141 TU 20,2023-05-11,7.06,2022-09-01,2022,PC,PC,8,7.81,11.98,5.0,5,5,9,170,0.0,Red,Black,Red,84,Big
IV20235GMP 77,IV,2023,5,8.0,GMP 7,7,150 TU 51,2023-05-11,10.39,2022-07-01,2022,RC1,RC1,10,5.11,7.48,61.08,5,5,0,120,0.0,Red,Red,Black,84,Big
V20235GMP 69,V,2023,5,30.0,GMP 6,9,120 BS 22,2023-05-11,9.81,2022-09-01,2022,PC,PC,8,5.74,6.06,0.5,5,4,0,150,0.0,Red,Red,Green,128,Big
V20235GMP 79,V,2023,5,30.0,GMP 7,9,120 BS 26,2023-05-11,6.29,2022-09-01,2022,PC,PC,8,5.69,6.09,2.8,5,4,0,80,10.3,Red,Red,Green,128,Medium
V20235GMP 78,V,2023,5,3.0,GMP 7,8,130 BU 43,2023-05-11,5.2,2022-08-01,2022,RC1,RC1,9,5.71,7.74,22.75,6,4,0,0,0.0,Red,Red,Black,128,Medium
VI20235GMP 310,VI,2023,5,23.0,GMP 3,10,283 TU 104,2023-05-11,2.59,2022-10-01,2022,PC,PC,7,3.03,0.44,0.0,5,5,0,0,0.0,Green,Green,Green,128,Small
IV20235RGM 02-1086,IV,2023,5,20.0,R08,6,108 TU 32,2023-05-11,5.8,2022-06-01,2022,RC1,RC1,11,8.04,22.87,130.4,0,0,0,190,0.0,Red,Black,Black,84,Medium
IV20235GMP 77,IV,2023,5,29.0,GMP 7,7,143 TU 07,2023-05-11,3.0,2022-07-01,2022,PC,PC,10,1.14,4.69,30.83,5,5,0,120,0.0,Green,Green,Red,84,Small
IV20235GMP 77,IV,2023,5,29.0,GMP 7,7,145 TU 09,2023-05-11,3.12,2022-07-01,2022,PC,PC,10,2.0,5.88,11.0,5,5,0,120,0.0,Green,Red,Green,84,Small
VII20235GMP 56,VII,2023,5,15.0,GMP 5,6,417 TU 107,2023-05-11,1.86,2022-06-01,2022,PC,PC,11,6.38,5.66,67.67,5,0,0,0,0.0,Red,Red,Black,57,Small
VII20235RGM 01-18348,VII,2023,5,9.0,R34,8,383 TU 130,2023-05-11,2.75,2022-08-01,2022,PC,PC,9,3.23,11.95,4.17,6,0,0,0,0.0,Green,Black,Green,57,Small
VII20235RGM 01-18348,VII,2023,5,9.0,R34,8,383 TU 129,2023-05-11,2.23,2022-08-01,2022,PC,PC,9,4.44,6.47,0.17,6,0,0,0,0.0,Green,Red,Green,57,Small
VII20235RGM 01-18348,VII,2023,5,9.0,R34,8,382 TU 130,2023-05-11,2.3,2022-08-01,2022,PC,PC,9,5.49,10.17,1.0,6,0,0,0,0.0,Red,Black,Green,57,Small
VII20235RGM 01-16868,VII,2023,5,16.0,R86,8,353 TU 124,2023-05-11,4.93,2022-08-01,2022,RC2,RC2,9,2.26,13.49,67.9,6,0,0,0,0.0,Green,Black,Black,57,Medium
VII20235GMP 310,VII,2023,5,12.0,GMP 3,10,416 TU 137,2023-05-11,2.02,2022-10-01,2022,RC1,RC1,7,2.99,2.92,0.0,5,0,0,106,0.0,Green,Green,Green,57,Small
VII20235RGM 00-6128,VII,2023,5,20.0,R2,8,371 TU 94,2023-05-11,5.33,2022-08-01,2022,PC,PC,9,3.45,7.49,0.3,6,5,0,0,0.0,Green,Red,Green,57,Medium
VII20235RGM 02-1087,VII,2023,5,22.0,R08,7,379 TU 99,2023-05-11,2.01,2022-07-01,2022,PC,PC,10,3.57,30.69,6.83,6,0,0,200,0.0,Green,Black,Green,57,Small
VII20235GMP 56,VII,2023,5,3.0,GMP 5,6,406 TU 143,2023-05-11,4.54,2022-06-01,2022,PC,PC,11,3.22,4.79,0.15,5,0,0,0,0.0,Green,Green,Green,57,Medium
VII20235RGM 02-1087,VII,2023,5,22.0,R08,7,377 TU 105,2023-05-11,7.06,2022-07-01,2022,PC,PC,10,5.02,25.33,9.2,6,0,0,200,0.0,Red,Black,Green,57,Big
VII20235GMP 710,VII,2023,5,4.0,GMP 7,10,426 TU 146,2023-05-11,4.15,2022-10-01,2022,RC1,RC1,7,5.5,13.16,0.9,5,0,0,0,0.0,Red,Black,Green,57,Medium
VII20235GMP 69,VII,2023,5,14.0,GMP 6,9,426 TU 116,2023-05-11,3.57,2022-09-01,2022,PC,PC,8,5.65,8.93,1.7,5,5,0,0,0.0,Red,Red,Green,57,Small
VII20235GMP 310,VII,2023,5,14.0,GMP 3,10,414 TU 123,2023-05-11,3.6,2022-10-01,2022,RC1,RC1,7,6.12,5.13,0.0,5,0,0,106,0.0,Red,Red,Green,57,Small
VII20235RGM 01-18348,VII,2023,5,9.0,R34,8,386 TU 126,2023-05-11,2.0,2022-08-01,2022,PC,PC,9,4.55,4.06,1.0,6,0,0,0,0.0,Red,Green,Green,57,Small
VII20235GMP 69,VII,2023,5,14.0,GMP 6,9,423 TU 116,2023-05-11,3.22,2022-09-01,2022,PC,PC,8,3.7,2.75,2.5,5,5,0,0,0.0,Green,Green,Green,57,Small
VII20235GMP 56,VII,2023,5,15.0,GMP 5,6,416 TU 107,2023-05-11,3.42,2022-06-01,2022,PC,PC,11,4.27,9.42,10.6,5,0,0,0,0.0,Green,Red,Green,57,Small
VII20235GMP 56,VII,2023,5,15.0,GMP 5,6,411 TU 108,2023-05-11,3.64,2022-06-01,2022,PC,PC,11,7.45,13.07,4.0,5,0,0,0,0.0,Red,Black,Green,57,Small
VII20235GMP 56,VII,2023,5,15.0,GMP 5,6,413 TU 106,2023-05-11,2.42,2022-06-01,2022,PC,PC,11,5.38,11.72,0.5,5,0,0,0,0.0,Red,Black,Green,57,Small
VII20235GMP 710,VII,2023,5,4.0,GMP 7,10,424 TU 146,2023-05-11,5.38,2022-10-01,2022,RC1,RC1,7,8.02,15.27,1.65,5,0,0,0,0.0,Red,Black,Red,57,Medium
VII20235RGM 02-1087,VII,2023,5,22.0,R08,7,379 TU 98,2023-05-11,3.17,2022-07-01,2022,PC,PC,10,7.05,22.9,8.0,6,0,0,200,0.0,Red,Black,Green,57,Small
III20235GMP 79,III,2023,5,16.0,GMP 7,9,57 TS 02,2023-05-11,5.28,2022-09-01,2022,PC,PC,8,9.81,14.4,10.15,5,5,0,1000,0.0,Black,Black,Red,90,Medium
IV20235RGM 01-18026,IV,2023,5,29.0,R02,6,143 TU 10,2023-05-12,5.26,2022-06-01,2022,RC2,RC2,11,7.17,10.07,81.25,0,0,0,0,0.0,Red,Black,Black,84,Medium
