Divisi,Varietas Tebu,Kawasan,Nama Blok,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm),is_imputed,stem_borer_label,top_borer_label,kutu_perisai_label,Kategori Luas Tanah
V,GMP 7,30.0,120 BS 26,2023-08-03,6.29,2022-09-01,PC,11,3.03,8.33,0.7,0,0,0,0,0.0,0,0,Rendah,Sedang,Rendah,Medium
IV,R08,23.0,120 TU 17,2022-09-12,2.36,2022-06-01,PC,3,0.0,4.02,0.0,5,5,0,0,0.0,98,0,Rendah,Sedang,Rendah,Small
IV,R08,23.0,120 TU 17,2022-10-12,2.36,2022-06-01,PC,4,0.0,7.69,0.0,5,5,0,0,0.0,304,0,Rendah,Tinggi,Rendah,Small
IV,R08,23.0,120 TU 17,2022-11-12,2.36,2022-06-01,PC,5,0.0,2.15,1.33,5,5,0,0,18.0,201,0,Rendah,Rendah,Sedang,Small
IV,R08,23.0,120 TU 17,2022-12-12,2.36,2022-06-01,PC,6,1.52,11.08,0.0,5,2,0,0,0.0,251,0,Rendah,Tinggi,Rendah,Small
IV,R08,23.0,120 TU 17,2023-01-12,2.36,2022-06-01,PC,7,0.0,2.2,0.67,5,5,0,200,7.0,233,0,Rendah,Rendah,Rendah,Small
IV,R08,23.0,120 TU 17,2023-02-12,2.36,2022-06-01,PC,8,1.27,3.04,15.67,5,5,1,0,0.0,313,0,Rendah,Rendah,Tinggi,Small
IV,R08,23.0,120 TU 17,2023-03-12,2.36,2022-06-01,PC,9,1.43,3.73,2.0,5,5,6,140,0.0,402,0,Rendah,Rendah,Rendah,Small
IV,R08,23.0,120 TU 17,2023-04-12,2.36,2022-06-01,PC,10,1.03,3.89,200.0,5,5,0,150,0.0,234,0,Rendah,Rendah,Tinggi,Small
IV,R08,23.0,120 TU 17,2023-05-12,2.36,2022-06-01,PC,11,0.96,3.97,180.83,0,0,0,190,0.0,84,0,Rendah,Rendah,Tinggi,Small
IV,R08,21.0,120 TU 25,2022-09-16,4.82,2022-06-01,PC,3,0.0,0.85,0.0,5,5,0,0,0.0,98,0,Rendah,Rendah,Rendah,Medium
IV,R08,21.0,120 TU 25,2022-10-16,4.82,2022-06-01,PC,4,0.0,3.06,0.0,5,5,0,0,0.0,304,0,Rendah,Sedang,Rendah,Medium
IV,R08,21.0,120 TU 25,2022-11-16,4.82,2022-06-01,PC,5,1.35,5.0,0.0,5,5,0,0,18.0,201,0,Rendah,Sedang,Rendah,Medium
IV,R08,21.0,120 TU 25,2022-12-16,4.82,2022-06-01,PC,6,0.98,3.37,0.4,5,2,0,0,0.0,251,0,Rendah,Sedang,Rendah,Medium
IV,R08,21.0,120 TU 25,2023-01-16,4.82,2022-06-01,PC,7,4.35,3.14,0.4,5,5,0,200,7.0,233,0,Sedang,Rendah,Rendah,Medium
IV,R08,21.0,120 TU 25,2023-02-16,4.82,2022-06-01,PC,8,3.03,7.8,5.2,5,5,1,0,0.0,313,0,Rendah,Sedang,Sedang,Medium
IV,R08,21.0,120 TU 25,2023-03-16,4.82,2022-06-01,PC,9,2.86,8.17,4.5,5,5,6,140,0.0,402,0,Rendah,Sedang,Rendah,Medium
IV,R08,21.0,120 TU 25,2023-04-16,4.82,2022-06-01,PC,10,3.16,10.19,6.6,5,5,0,150,0.0,234,0,Rendah,Tinggi,Rendah,Medium
IV,R08,21.0,120 TU 25,2023-05-16,4.82,2022-06-01,PC,11,4.22,8.18,111.0,0,0,0,190,0.0,84,0,Rendah,Sedang,Tinggi,Medium
IV,R08,21.0,120 TU 30,2022-09-16,10.02,2022-06-01,PC,3,0.0,0.85,0.0,5,5,0,0,0.0,98,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2022-10-16,10.02,2022-06-01,PC,4,0.76,1.4,0.0,5,5,0,0,0.0,304,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2022-11-16,10.02,2022-06-01,PC,5,2.2,2.34,0.0,5,5,0,0,18.0,201,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2022-12-16,10.02,2022-06-01,PC,6,3.4,3.2,0.25,5,2,0,0,0.0,251,0,Sedang,Sedang,Rendah,Big
IV,R08,21.0,120 TU 30,2023-01-16,10.02,2022-06-01,PC,7,2.49,2.86,0.21,5,5,0,200,7.0,233,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2023-02-16,10.02,2022-06-01,PC,8,2.4,3.31,2.17,5,5,1,0,0.0,313,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2023-03-16,10.02,2022-06-01,PC,9,3.33,2.56,0.0,5,5,6,140,0.0,402,0,Rendah,Rendah,Rendah,Big
IV,R08,21.0,120 TU 30,2023-04-16,10.02,2022-06-01,PC,10,5.31,8.37,9.79,5,5,0,150,0.0,234,0,Sedang,Sedang,Rendah,Big
IV,R08,21.0,120 TU 30,2023-05-16,10.02,,PC,11,9.33,10.35,7.44,0,0,9,200,0.0,98,1,Sedang,Tinggi,Rendah,Big
IV,G11,14.0,120 TU 39,2022-10-15,6.98,2022-07-01,RC1,3,0.0,0.23,0.0,5,4,0,0,0.0,304,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2022-11-15,6.98,2022-07-01,RC1,4,2.31,3.09,0.0,7,5,0,0,0.0,201,0,Sedang,Sedang,Rendah,Medium
IV,G11,14.0,120 TU 39,2022-12-15,6.98,2022-07-01,RC1,5,1.42,1.88,0.05,5,4,0,0,0.0,251,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2023-01-15,6.98,2022-07-01,RC1,6,1.04,1.57,0.0,5,4,0,200,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2023-02-15,6.98,2022-07-01,RC1,7,3.04,3.06,4.1,5,5,0,140,0.0,313,0,Rendah,Rendah,Sedang,Medium
IV,G11,14.0,120 TU 39,2023-03-15,6.98,2022-07-01,RC1,8,5.86,3.67,1.0,5,5,0,0,0.0,402,0,Sedang,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2023-04-15,6.98,2022-07-01,RC1,9,4.55,4.07,4.7,5,0,0,0,0.0,234,0,Sedang,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2023-05-15,6.98,,RC1,10,10.28,2.56,8.45,0,0,0,0,0.0,304,1,Tinggi,Rendah,Rendah,Medium
IV,G11,14.0,120 TU 39,2023-06-15,6.98,,RC1,11,10.28,2.56,8.45,0,0,0,0,0.0,304,1,Tinggi,Rendah,Rendah,Medium
IV,R69,14.0,120 TU 50,2022-09-21,4.08,2022-06-01,RC2,3,0.0,5.46,0.0,5,4,0,0,0.0,98,0,Rendah,Sedang,Rendah,Medium
IV,R69,14.0,120 TU 50,2022-10-21,4.08,2022-06-01,RC2,4,0.0,0.0,0.0,5,0,0,0,0.0,304,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,120 TU 50,2022-11-21,4.08,2022-06-01,RC2,5,0.0,1.5,0.0,6,6,0,0,160.0,201,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,120 TU 50,2022-12-21,4.08,2022-06-01,RC2,6,2.97,1.34,0.0,5,0,0,0,0.0,251,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,120 TU 50,2023-01-21,4.08,2022-06-01,RC2,7,0.0,3.27,0.9,5,0,0,0,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,120 TU 50,2023-02-21,4.08,2022-06-01,RC2,8,1.59,4.22,0.2,6,8,0,0,0.0,313,0,Rendah,Sedang,Rendah,Medium
IV,R69,14.0,120 TU 50,2023-03-21,4.08,2022-06-01,RC2,9,2.08,5.12,5.7,5,4,0,0,0.0,402,0,Rendah,Sedang,Rendah,Medium
IV,R69,14.0,120 TU 50,2023-04-21,4.08,2022-06-01,RC2,10,3.95,6.6,1.3,0,0,0,0,0.0,234,0,Rendah,Sedang,Rendah,Medium
IV,R69,14.0,120 TU 50,2023-05-21,4.08,,RC2,11,3.95,6.6,1.3,0,0,0,0,0.0,98,1,Rendah,Sedang,Rendah,Medium
IV,G11,6.0,120 TU 58,2022-11-12,7.84,2022-08-01,RC1,3,1.2,0.17,0.0,6,5,0,0,10.1,201,0,Rendah,Rendah,Rendah,Big
IV,G11,6.0,120 TU 58,2022-12-12,7.84,2022-08-01,RC1,4,0.0,0.09,0.0,5,0,0,0,0.0,251,0,Rendah,Rendah,Rendah,Big
IV,G11,6.0,120 TU 58,2023-01-12,7.84,2022-08-01,RC1,5,0.57,0.62,0.2,5,4,0,160,7.0,233,0,Rendah,Rendah,Sedang,Big
IV,G11,6.0,120 TU 58,2023-02-12,7.84,2022-08-01,RC1,6,2.38,2.27,0.0,5,5,4,200,160.0,313,0,Rendah,Rendah,Rendah,Big
IV,G11,6.0,120 TU 58,2023-03-12,7.84,2022-08-01,RC1,7,4.44,1.91,1.3,5,0,0,300,7.0,402,0,Sedang,Rendah,Sedang,Big
IV,G11,6.0,120 TU 58,2023-04-12,7.84,2022-08-01,RC1,8,8.0,10.98,3.45,5,5,0,190,0.0,234,0,Sedang,Tinggi,Rendah,Big
IV,G11,6.0,120 TU 58,2023-05-12,7.84,2022-08-01,RC1,9,7.43,15.49,4.9,5,5,0,200,0.0,84,0,Sedang,Tinggi,Rendah,Big
IV,G11,6.0,120 TU 58,2023-06-12,7.84,,RC1,10,3.56,4.59,0.65,4,0,0,0,0.0,201,1,Rendah,Rendah,Rendah,Big
IV,G11,6.0,120 TU 58,2023-07-12,7.84,,RC1,11,3.56,4.59,0.65,4,0,0,0,0.0,201,1,Rendah,Rendah,Rendah,Big
V,GMP 7,7.0,121 BU 33,2022-11-23,4.76,2022-08-01,PC,3,0.0,0.26,0.0,5,0,0,104,0.0,314,0,Rendah,Rendah,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2022-12-23,4.76,2022-08-01,PC,4,0.0,3.54,0.0,6,4,0,90,0.0,241,0,Rendah,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-01-23,4.76,2022-08-01,PC,5,4.14,5.97,0.0,5,0,0,0,0.0,225,0,Sedang,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-02-23,4.76,2022-08-01,PC,6,4.92,3.5,0.15,5,0,0,0,0.0,286,0,Sedang,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-03-23,4.76,2022-08-01,PC,7,1.26,6.28,0.0,5,0,0,100,0.0,494,0,Rendah,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-04-23,4.76,2022-08-01,PC,8,7.29,8.88,1.0,5,0,0,140,0.0,168,0,Sedang,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-05-23,4.76,2022-08-01,PC,9,6.25,8.88,1.95,6,4,0,0,0.0,128,0,Sedang,Sedang,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-06-23,4.76,2022-08-01,PC,10,6.69,10.29,1.75,6,0,9,140,10.1,140,0,Sedang,Tinggi,Rendah,Medium
V,GMP 7,7.0,121 BU 33,2023-07-23,4.76,2022-08-01,PC,11,5.31,10.13,12.0,0,0,0,109,0.0,97,0,Sedang,Tinggi,Rendah,Medium
V,R34,4.0,121 BU 34,2023-01-15,5.53,2022-10-01,RC1,3,0.0,0.94,0.0,5,5,0,0,0.0,225,0,Rendah,Rendah,Rendah,Medium
V,R34,4.0,121 BU 34,2023-02-15,5.53,2022-10-01,RC1,4,0.0,4.59,0.0,5,0,0,90,0.0,286,0,Rendah,Sedang,Rendah,Medium
V,R34,4.0,121 BU 34,2023-03-15,5.53,2022-10-01,RC1,5,8.85,8.78,0.0,5,0,0,130,0.0,494,0,Tinggi,Tinggi,Rendah,Medium
V,R34,4.0,121 BU 34,2023-04-15,5.53,2022-10-01,RC1,6,6.86,10.14,1.05,6,0,0,0,0.0,168,0,Sedang,Tinggi,Sedang,Medium
V,R34,4.0,121 BU 34,2023-05-15,5.53,2022-10-01,RC1,7,6.55,9.54,1.35,6,5,10,120,10.0,128,0,Sedang,Tinggi,Sedang,Medium
V,R34,4.0,121 BU 34,2023-06-15,5.53,2022-10-01,RC1,8,7.43,9.67,0.55,7,0,0,120,0.0,140,0,Sedang,Tinggi,Rendah,Medium
V,R34,4.0,121 BU 34,2023-07-15,5.53,2022-10-01,RC1,9,12.67,9.98,2.0,5,0,0,50,0.0,97,0,Tinggi,Tinggi,Rendah,Medium
V,R34,4.0,121 BU 34,2023-08-15,5.53,,RC1,10,8.54,12.9,1.15,0,0,0,190,0.0,225,1,Sedang,Tinggi,Rendah,Medium
V,R34,4.0,121 BU 34,2023-09-15,5.53,,RC1,11,5.42,8.77,7.7,0,0,10,120,10.3,225,1,Sedang,Sedang,Rendah,Medium
IV,R08,23.0,122 TU 18,2022-09-12,6.4,2022-06-01,PC,3,0.95,4.13,0.0,5,5,0,0,0.0,98,0,Rendah,Sedang,Rendah,Medium
IV,R08,23.0,122 TU 18,2022-10-12,6.4,2022-06-01,PC,4,1.5,2.95,0.0,5,5,0,0,0.0,304,0,Rendah,Sedang,Rendah,Medium
IV,R08,23.0,122 TU 18,2022-11-12,6.4,2022-06-01,PC,5,0.61,5.11,0.85,5,5,0,0,18.0,201,0,Rendah,Sedang,Sedang,Medium
IV,R08,23.0,122 TU 18,2022-12-12,6.4,2022-06-01,PC,6,2.91,10.54,0.2,5,2,0,0,0.0,251,0,Rendah,Tinggi,Rendah,Medium
IV,R08,23.0,122 TU 18,2023-01-12,6.4,2022-06-01,PC,7,2.07,4.03,2.95,5,5,0,200,7.0,233,0,Rendah,Sedang,Sedang,Medium
IV,R08,23.0,122 TU 18,2023-02-12,6.4,2022-06-01,PC,8,1.6,5.71,8.45,5,5,1,0,0.0,313,0,Rendah,Sedang,Sedang,Medium
IV,R08,23.0,122 TU 18,2023-03-12,6.4,2022-06-01,PC,9,1.56,4.15,2.1,5,5,6,140,0.0,402,0,Rendah,Rendah,Rendah,Medium
IV,R08,23.0,122 TU 18,2023-04-12,6.4,2022-06-01,PC,10,1.94,7.29,162.1,5,5,0,150,0.0,234,0,Rendah,Sedang,Tinggi,Medium
IV,R08,23.0,122 TU 18,2023-05-12,6.4,2022-06-01,PC,11,1.52,7.69,181.0,0,0,0,190,0.0,84,0,Rendah,Sedang,Tinggi,Medium
IV,GMP 7,21.0,122 TU 30,2022-11-20,3.68,2022-08-01,PC,3,0.0,0.42,0.0,5,5,0,0,160.0,201,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,21.0,122 TU 30,2022-12-20,3.68,2022-08-01,PC,4,0.0,0.55,0.0,5,4,0,0,0.0,251,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,21.0,122 TU 30,2023-01-20,3.68,2022-08-01,PC,5,1.22,2.81,0.1,5,5,0,0,0.0,233,0,Rendah,Sedang,Sedang,Small
IV,GMP 7,21.0,122 TU 30,2023-02-20,3.68,2022-08-01,PC,6,1.06,4.12,0.0,5,5,4,200,0.0,313,0,Rendah,Sedang,Rendah,Small
IV,GMP 7,21.0,122 TU 30,2023-03-20,3.68,2022-08-01,PC,7,1.94,3.04,2.0,5,5,3,200,150.0,402,0,Rendah,Rendah,Sedang,Small
IV,GMP 7,21.0,122 TU 30,2023-04-20,3.68,2022-08-01,PC,8,5.19,6.8,11.1,5,5,0,0,0.0,234,0,Sedang,Sedang,Sedang,Small
IV,GMP 7,21.0,122 TU 30,2023-05-20,3.68,2022-08-01,PC,9,8.45,7.23,3.7,5,5,0,200,0.0,84,0,Sedang,Sedang,Rendah,Small
IV,GMP 7,21.0,122 TU 30,2023-06-20,3.68,2022-08-01,PC,10,4.73,10.84,12.5,5,6,10,200,5.0,115,0,Rendah,Tinggi,Rendah,Small
IV,GMP 7,21.0,122 TU 30,2023-07-20,3.68,2022-08-01,PC,11,5.75,11.94,13.9,0,0,9,200,0.0,146,0,Sedang,Tinggi,Rendah,Small
IV,GMP 7,21.0,123 TU 25,2022-11-20,6.42,2022-08-01,PC,3,2.41,1.03,0.0,5,5,0,0,160.0,201,0,Sedang,Rendah,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2022-12-20,6.42,2022-08-01,PC,4,0.0,0.44,0.0,5,4,0,0,0.0,251,0,Rendah,Rendah,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2023-01-20,6.42,2022-08-01,PC,5,2.5,2.99,2.65,5,5,0,0,0.0,233,0,Sedang,Sedang,Sedang,Medium
IV,GMP 7,21.0,123 TU 25,2023-02-20,6.42,2022-08-01,PC,6,2.84,2.87,0.3,5,5,4,200,0.0,313,0,Rendah,Rendah,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2023-03-20,6.42,2022-08-01,PC,7,2.45,3.02,0.0,5,5,3,200,150.0,402,0,Rendah,Rendah,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2023-04-20,6.42,2022-08-01,PC,8,4.85,6.58,8.15,5,5,0,0,0.0,234,0,Sedang,Sedang,Sedang,Medium
IV,GMP 7,21.0,123 TU 25,2023-05-20,6.42,2022-08-01,PC,9,7.06,6.51,1.65,5,5,0,200,0.0,84,0,Sedang,Sedang,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2023-06-20,6.42,2022-08-01,PC,10,11.81,7.32,3.11,5,6,10,200,5.0,115,0,Tinggi,Sedang,Rendah,Medium
IV,GMP 7,21.0,123 TU 25,2023-07-20,6.42,2022-08-01,PC,11,9.33,10.35,7.44,0,0,9,200,0.0,146,0,Sedang,Tinggi,Rendah,Medium
V,R54,23.0,124 BS 03,2022-12-07,6.02,2022-09-01,PC,3,0.0,0.0,0.0,0,0,0,0,0.0,241,0,Rendah,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-01-07,6.02,2022-09-01,PC,4,0.8,0.46,0.0,0,0,0,0,0.0,225,0,Rendah,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-02-07,6.02,2022-09-01,PC,5,2.16,3.2,0.15,0,0,0,0,0.0,286,0,Rendah,Sedang,Sedang,Medium
V,R54,23.0,124 BS 03,2023-03-07,6.02,2022-09-01,PC,6,4.95,2.62,0.4,0,0,0,0,0.0,494,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-04-07,6.02,2022-09-01,PC,7,4.13,1.68,0.55,0,0,0,0,0.0,168,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-05-07,6.02,2022-09-01,PC,8,4.31,2.49,0.25,0,0,0,0,0.0,128,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-06-07,6.02,2022-09-01,PC,9,3.82,5.44,1.35,0,0,0,0,0.0,140,0,Rendah,Sedang,Rendah,Medium
V,R54,23.0,124 BS 03,2023-07-07,6.02,2022-09-01,PC,10,7.96,4.76,7.0,0,0,0,0,0.0,97,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 03,2023-08-07,6.02,2022-09-01,PC,11,4.57,6.13,2.35,0,0,0,0,0.0,0,0,Rendah,Sedang,Rendah,Medium
V,R54,23.0,124 BS 05a,2022-10-17,4.39,2022-07-01,PC,3,0.0,0.64,0.0,0,0,0,0,0.0,315,0,Rendah,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2022-11-17,4.39,2022-07-01,PC,4,3.33,1.18,0.0,0,0,0,0,0.0,314,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2022-12-17,4.39,2022-07-01,PC,5,0.0,0.76,0.0,0,0,0,0,0.0,241,0,Rendah,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2023-01-17,4.39,2022-07-01,PC,6,4.26,2.27,0.1,0,0,0,0,0.0,225,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2023-02-17,4.39,2022-07-01,PC,7,1.85,1.64,0.1,0,0,0,0,0.0,286,0,Rendah,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2023-03-17,4.39,2022-07-01,PC,8,9.45,5.85,0.5,0,0,0,0,0.0,494,0,Tinggi,Sedang,Rendah,Medium
V,R54,23.0,124 BS 05a,2023-04-17,4.39,2022-07-01,PC,9,4.96,2.58,2.1,0,0,0,0,0.0,168,0,Sedang,Rendah,Rendah,Medium
V,R54,23.0,124 BS 05a,2023-05-17,4.39,2022-07-01,PC,10,5.16,5.64,24.3,0,0,0,0,0.0,128,0,Sedang,Sedang,Sedang,Medium
V,R54,23.0,124 BS 05a,2023-06-17,4.39,2022-07-01,PC,11,4.91,5.45,12.4,0,0,0,0,0.0,140,0,Rendah,Sedang,Rendah,Medium
V,R7,11.0,124 BU 13t,2022-12-22,7.44,2022-09-01,RC1,3,0.0,2.12,0.0,5,0,0,101,0.0,241,0,Rendah,Sedang,Rendah,Big
V,R7,11.0,124 BU 13t,2023-01-22,7.44,2022-09-01,RC1,4,2.29,2.74,0.4,5,0,0,130,0.0,225,0,Sedang,Sedang,Sedang,Big
V,R7,11.0,124 BU 13t,2023-02-22,7.44,2022-09-01,RC1,5,1.31,2.62,0.6,5,0,0,120,0.0,286,0,Rendah,Sedang,Sedang,Big
V,R7,11.0,124 BU 13t,2023-03-22,7.44,2022-09-01,RC1,6,2.83,0.0,0.0,5,5,0,0,10.3,494,0,Rendah,Rendah,Rendah,Big
V,R7,11.0,124 BU 13t,2023-04-22,7.44,2022-09-01,RC1,7,8.23,11.31,10.3,7,0,0,0,0.0,168,0,Sedang,Tinggi,Sedang,Big
V,R7,11.0,124 BU 13t,2023-05-22,7.44,2022-09-01,RC1,8,9.58,15.78,1.35,5,5,0,48,0.0,128,0,Tinggi,Tinggi,Rendah,Big
V,R7,11.0,124 BU 13t,2023-06-22,7.44,2022-09-01,RC1,9,12.17,16.92,2.55,0,0,0,0,0.0,140,0,Tinggi,Tinggi,Rendah,Big
V,R7,11.0,124 BU 13t,2023-07-22,7.44,,RC1,10,3.09,34.84,47.4,5,5,10,0,10.3,241,1,Rendah,Tinggi,Tinggi,Big
V,R7,11.0,124 BU 13t,2023-08-22,7.44,,RC1,11,4.19,12.03,155.1,0,0,10,120,10.3,241,1,Rendah,Tinggi,Tinggi,Big
V,R7,11.0,124 BU 15t,2022-12-22,7.72,2022-09-01,RC1,3,1.11,1.35,0.0,5,0,0,101,0.0,241,0,Rendah,Rendah,Rendah,Big
V,R7,11.0,124 BU 15t,2023-01-22,7.72,2022-09-01,RC1,4,2.36,2.31,0.0,5,0,0,130,0.0,225,0,Sedang,Sedang,Rendah,Big
V,R7,11.0,124 BU 15t,2023-02-22,7.72,2022-09-01,RC1,5,3.23,2.93,0.65,5,0,0,120,0.0,286,0,Sedang,Sedang,Sedang,Big
V,R7,11.0,124 BU 15t,2023-03-22,7.72,2022-09-01,RC1,6,7.0,8.46,1.05,5,5,0,0,10.3,494,0,Sedang,Tinggi,Sedang,Big
V,R7,11.0,124 BU 15t,2023-04-22,7.72,2022-09-01,RC1,7,9.09,14.29,1.0,7,0,0,0,0.0,168,0,Tinggi,Tinggi,Sedang,Big
V,R7,11.0,124 BU 15t,2023-05-22,7.72,2022-09-01,RC1,8,10.77,14.72,7.95,5,5,0,48,0.0,128,0,Tinggi,Tinggi,Sedang,Big
V,R7,11.0,124 BU 15t,2023-06-22,7.72,2022-09-01,RC1,9,9.03,15.6,2.75,0,0,0,0,0.0,140,0,Sedang,Tinggi,Rendah,Big
V,R7,11.0,124 BU 15t,2023-07-22,7.72,,RC1,10,1.37,20.1,17.6,5,5,10,0,10.3,241,1,Rendah,Tinggi,Rendah,Big
V,R7,11.0,124 BU 15t,2023-08-22,7.72,,RC1,11,2.93,7.91,73.5,0,0,10,120,10.3,241,1,Rendah,Sedang,Tinggi,Big
IV,G11,14.0,124 TU 39,2022-10-15,6.12,2022-07-01,RC1,3,0.88,0.56,0.0,5,4,0,0,0.0,304,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,124 TU 39,2022-11-15,6.12,2022-07-01,RC1,4,0.0,1.65,0.1,7,5,0,0,0.0,201,0,Rendah,Rendah,Sedang,Medium
IV,G11,14.0,124 TU 39,2022-12-15,6.12,2022-07-01,RC1,5,1.45,2.99,0.15,5,4,0,0,0.0,251,0,Rendah,Sedang,Sedang,Medium
IV,G11,14.0,124 TU 39,2023-01-15,6.12,2022-07-01,RC1,6,1.09,1.34,0.0,5,4,0,200,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,124 TU 39,2023-02-15,6.12,2022-07-01,RC1,7,0.85,2.37,7.85,5,5,0,140,0.0,313,0,Rendah,Rendah,Sedang,Medium
IV,G11,14.0,124 TU 39,2023-03-15,6.12,2022-07-01,RC1,8,2.02,3.38,0.6,5,5,0,0,0.0,402,0,Rendah,Rendah,Rendah,Medium
IV,G11,14.0,124 TU 39,2023-04-15,6.12,2022-07-01,RC1,9,2.94,5.08,4.6,5,0,0,0,0.0,234,0,Rendah,Sedang,Rendah,Medium
IV,G11,14.0,124 TU 39,2023-05-15,6.12,2022-07-01,RC1,10,4.21,7.11,4.92,5,0,0,0,0.0,84,0,Rendah,Sedang,Rendah,Medium
IV,G11,14.0,124 TU 39,2023-06-15,6.12,,RC1,11,4.21,7.11,4.92,5,0,0,0,0.0,304,1,Rendah,Sedang,Rendah,Medium
IV,R69,14.0,124 TU 49,2022-11-19,5.4,2022-08-01,RC2,3,0.0,0.27,0.0,6,0,0,0,0.0,201,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,124 TU 49,2022-12-19,5.4,2022-08-01,RC2,4,0.0,0.08,0.0,5,0,0,0,0.0,251,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,124 TU 49,2023-01-19,5.4,2022-08-01,RC2,5,1.17,2.45,0.25,5,0,0,200,0.0,233,0,Rendah,Rendah,Sedang,Medium
IV,R69,14.0,124 TU 49,2023-02-19,5.4,2022-08-01,RC2,6,1.66,2.69,1.8,5,0,0,0,0.0,313,0,Rendah,Rendah,Sedang,Medium
IV,R69,14.0,124 TU 49,2023-03-19,5.4,2022-08-01,RC2,7,2.22,2.55,0.0,5,4,0,0,0.0,402,0,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,124 TU 49,2023-04-19,5.4,2022-08-01,RC2,8,3.4,3.69,9.75,5,6,0,0,0.0,234,0,Rendah,Rendah,Sedang,Medium
IV,R69,14.0,124 TU 49,2023-05-19,5.4,2022-08-01,RC2,9,7.09,9.93,17.4,5,0,0,0,0.0,84,0,Sedang,Tinggi,Sedang,Medium
IV,R69,14.0,124 TU 49,2023-06-19,5.4,,RC2,10,4.78,2.64,6.1,0,0,0,0,0.0,201,1,Rendah,Rendah,Rendah,Medium
IV,R69,14.0,124 TU 49,2023-07-19,5.4,,RC2,11,4.78,2.64,6.1,0,0,0,0,0.0,201,1,Rendah,Rendah,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-01-15,5.2,2022-10-01,RC1,3,0.0,1.47,0.0,5,0,0,0,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-02-15,5.2,2022-10-01,RC1,4,0.0,0.45,0.0,5,0,0,0,0.0,313,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-03-15,5.2,2022-10-01,RC1,5,0.62,0.73,0.0,5,0,0,160,0.0,402,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-04-15,5.2,2022-10-01,RC1,6,1.09,0.8,0.3,5,5,0,0,0.0,234,0,Rendah,Rendah,Rendah,Medium
