Divisi,Varietas Tebu,Kawasan,Nama Blok,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm),is_imputed,stem_borer_label,top_borer_label,kutu_perisai_label,Kategori Luas Tanah
VI,GMP 3,28.0,305 TU 122,2023-02-15,1.78,2022-10-01,PC,4,0.0,2.78,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-03-15,1.78,2022-10-01,PC,5,7.41,1.64,0.0,5,0,0,0,0.0,537,0,Sedang,Rendah,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-04-15,1.78,2022-10-01,PC,6,9.09,4.37,0.0,5,5,0,0,0.0,283,0,Tinggi,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-05-15,1.78,2022-10-01,PC,7,4.88,6.29,0.0,5,5,0,0,0.0,128,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-06-15,1.78,2022-10-01,PC,8,5.66,7.69,0.0,5,0,0,0,0.0,114,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-07-15,1.78,2022-10-01,PC,9,5.45,8.45,3.75,5,5,0,0,0.0,79,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-08-15,1.78,2022-10-01,PC,10,5.0,6.99,58.75,0,0,0,0,0.0,32,0,Sedang,Sedang,Tinggi,Small
VI,GMP 3,28.0,305 TU 122,2023-09-15,1.78,,PC,11,5.0,6.99,58.75,0,0,0,0,0.0,271,1,Sedang,Sedang,Tinggi,Small
VI,GMP 6,28.0,305 TU 129,2022-11-22,4.8,2022-08-01,RC1,3,1.96,0.48,0.0,6,0,0,0,0.0,259,0,Sedang,Rendah,Rendah,Medium
VI,GMP 6,28.0,305 TU 129,2022-12-22,4.8,2022-08-01,RC1,4,1.56,0.89,0.0,6,0,0,0,0.0,172,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,305 TU 129,2023-01-22,4.8,2022-08-01,RC1,5,0.0,0.49,0.3,5,0,0,0,0.0,271,0,Rendah,Rendah,Sedang,Medium
VI,GMP 6,28.0,305 TU 129,2023-02-22,4.8,2022-08-01,RC1,6,3.06,1.73,0.6,5,5,0,0,0.0,372,0,Sedang,Rendah,Sedang,Medium
VI,GMP 6,28.0,305 TU 129,2023-03-22,4.8,2022-08-01,RC1,7,3.81,1.52,1.5,5,0,0,0,0.0,537,0,Sedang,Rendah,Sedang,Medium
VI,GMP 6,28.0,305 TU 129,2023-04-22,4.8,2022-08-01,RC1,8,3.7,3.62,9.4,8,0,0,0,0.0,283,0,Rendah,Rendah,Sedang,Medium
VI,GMP 6,28.0,305 TU 129,2023-05-22,4.8,2022-08-01,RC1,9,2.8,5.36,0.0,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Medium
VI,GMP 6,28.0,305 TU 129,2023-06-22,4.8,2022-08-01,RC1,10,9.32,5.41,67.7,0,0,0,0,0.0,114,0,Sedang,Sedang,Tinggi,Medium
VI,GMP 6,28.0,305 TU 129,2023-07-22,4.8,,RC1,11,9.32,5.41,67.7,0,0,0,0,0.0,259,1,Sedang,Sedang,Tinggi,Medium
VI,GMP 3,27.0,307 TU 108,2023-01-15,3.78,2022-10-01,PC,3,3.57,1.59,0.0,5,0,0,0,0.0,271,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-02-15,3.78,2022-10-01,PC,4,0.0,6.04,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-03-15,3.78,2022-10-01,PC,5,2.82,8.75,0.0,5,0,0,0,0.0,537,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-04-15,3.78,2022-10-01,PC,6,1.23,5.31,0.0,5,5,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-05-15,3.78,2022-10-01,PC,7,0.0,8.47,0.1,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-06-15,3.78,2022-10-01,PC,8,1.38,8.82,0.0,5,0,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-07-15,3.78,2022-10-01,PC,9,2.92,10.43,1.2,5,5,0,0,0.0,79,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-08-15,3.78,2022-10-01,PC,10,8.33,10.19,1.3,0,0,0,0,0.0,32,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,27.0,307 TU 108,2023-09-15,3.78,,PC,11,6.98,4.95,55.8,0,0,0,0,0.0,271,1,Sedang,Rendah,Tinggi,Small
VI,GMP 3,27.0,307 TU 112,2023-01-15,2.2,2022-10-01,PC,3,0.0,0.0,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-02-15,2.2,2022-10-01,PC,4,0.0,0.24,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-03-15,2.2,2022-10-01,PC,5,0.0,2.55,0.0,5,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-04-15,2.2,2022-10-01,PC,6,1.85,0.91,0.0,5,5,0,0,0.0,283,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-05-15,2.2,2022-10-01,PC,7,1.67,3.69,0.0,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-06-15,2.2,2022-10-01,PC,8,0.0,3.66,0.33,5,0,0,0,0.0,114,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-07-15,2.2,2022-10-01,PC,9,1.22,3.66,1.0,5,5,0,0,0.0,79,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-08-15,2.2,2022-10-01,PC,10,3.23,4.49,0.67,0,0,0,0,0.0,32,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,307 TU 112,2023-09-15,2.2,,PC,11,1.16,3.6,13.0,0,0,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,GMP 6,28.0,307 TU 129,2022-11-22,5.58,2022-08-01,RC1,3,1.02,0.72,0.0,6,0,0,0,0.0,259,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,307 TU 129,2022-12-22,5.58,2022-08-01,RC1,4,0.83,0.97,0.0,6,0,0,0,0.0,172,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,307 TU 129,2023-01-22,5.58,2022-08-01,RC1,5,4.67,2.79,0.1,5,0,0,0,0.0,271,0,Sedang,Sedang,Sedang,Medium
VI,GMP 6,28.0,307 TU 129,2023-02-22,5.58,2022-08-01,RC1,6,1.07,2.31,0.25,5,5,0,0,0.0,372,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,307 TU 129,2023-03-22,5.58,2022-08-01,RC1,7,5.24,1.86,4.95,5,0,0,0,0.0,537,0,Sedang,Rendah,Sedang,Medium
VI,GMP 6,28.0,307 TU 129,2023-04-22,5.58,2022-08-01,RC1,8,5.26,5.21,5.1,8,0,0,0,0.0,283,0,Sedang,Sedang,Sedang,Medium
VI,GMP 6,28.0,307 TU 129,2023-05-22,5.58,2022-08-01,RC1,9,4.26,6.64,1.55,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Medium
VI,GMP 6,28.0,307 TU 129,2023-06-22,5.58,2022-08-01,RC1,10,9.4,5.89,59.55,0,0,0,0,0.0,114,0,Sedang,Sedang,Tinggi,Medium
VI,GMP 6,28.0,307 TU 129,2023-07-22,5.58,,RC1,11,9.4,5.89,59.55,0,0,0,0,0.0,259,1,Sedang,Sedang,Tinggi,Medium
VI,GMP 3,27.0,308 TU 112,2023-01-15,2.56,2022-10-01,PC,3,0.0,0.0,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-02-15,2.56,2022-10-01,PC,4,0.0,8.91,0.0,5,0,0,0,0.0,372,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-03-15,2.56,2022-10-01,PC,5,0.0,3.8,0.0,5,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-04-15,2.56,2022-10-01,PC,6,3.85,3.47,0.0,5,5,0,0,0.0,283,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-05-15,2.56,2022-10-01,PC,7,1.75,10.87,0.0,5,5,0,0,0.0,128,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-06-15,2.56,2022-10-01,PC,8,3.7,14.89,0.17,5,0,0,0,0.0,114,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-07-15,2.56,2022-10-01,PC,9,2.38,20.43,0.67,5,5,0,0,0.0,79,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-08-15,2.56,2022-10-01,PC,10,3.16,20.65,0.33,0,0,0,0,0.0,32,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,308 TU 112,2023-09-15,2.56,,PC,11,6.98,4.95,55.8,0,0,0,0,0.0,271,1,Sedang,Rendah,Tinggi,Small
VI,GMP 3,28.0,309 TU 119,2023-01-15,3.01,2022-10-01,PC,3,0.0,0.0,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-02-15,3.01,2022-10-01,PC,4,1.79,4.0,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-03-15,3.01,2022-10-01,PC,5,0.0,3.48,0.0,5,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-04-15,3.01,2022-10-01,PC,6,1.2,3.93,0.0,5,5,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-05-15,3.01,2022-10-01,PC,7,2.0,7.69,0.0,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-06-15,3.01,2022-10-01,PC,8,2.29,7.52,0.0,5,0,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-07-15,3.01,2022-10-01,PC,9,2.04,7.79,0.0,5,5,0,0,0.0,79,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-08-15,3.01,2022-10-01,PC,10,3.75,7.64,3.4,0,0,0,0,0.0,32,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,309 TU 119,2023-09-15,3.01,,PC,11,3.75,7.64,3.4,0,0,0,0,0.0,271,1,Rendah,Sedang,Rendah,Small
VI,GMP 6,28.0,309 TU 129,2022-11-22,5.76,2022-08-01,RC1,3,2.0,0.09,0.0,6,0,0,0,0.0,259,0,Sedang,Rendah,Rendah,Medium
VI,GMP 6,28.0,309 TU 129,2022-12-22,5.76,2022-08-01,RC1,4,0.84,1.1,0.0,6,0,0,0,0.0,172,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,309 TU 129,2023-01-22,5.76,2022-08-01,RC1,5,2.65,1.4,0.25,5,0,0,0,0.0,271,0,Sedang,Rendah,Sedang,Medium
VI,GMP 6,28.0,309 TU 129,2023-02-22,5.76,2022-08-01,RC1,6,3.23,1.2,0.35,5,5,0,0,0.0,372,0,Sedang,Rendah,Rendah,Medium
VI,GMP 6,28.0,309 TU 129,2023-03-22,5.76,2022-08-01,RC1,7,2.9,0.94,0.65,5,0,0,0,0.0,537,0,Rendah,Rendah,Rendah,Medium
VI,GMP 6,28.0,309 TU 129,2023-04-22,5.76,2022-08-01,RC1,8,6.22,3.27,28.45,8,0,0,0,0.0,283,0,Sedang,Rendah,Tinggi,Medium
VI,GMP 6,28.0,309 TU 129,2023-05-22,5.76,2022-08-01,RC1,9,2.62,5.52,0.9,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Medium
VI,GMP 6,28.0,309 TU 129,2023-06-22,5.76,2022-08-01,RC1,10,10.0,5.14,27.55,0,0,0,0,0.0,114,0,Sedang,Sedang,Sedang,Medium
VI,GMP 6,28.0,309 TU 129,2023-07-22,5.76,,RC1,11,10.0,5.14,27.55,0,0,0,0,0.0,259,1,Sedang,Sedang,Sedang,Medium
II,GMP 5,22.0,31 BS 43,2022-09-26,6.99,2022-06-01,RC2,3,3.26,0.54,0.0,5,5,0,0,10.0,53,0,Sedang,Rendah,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2022-10-26,6.99,2022-06-01,RC2,4,2.36,6.08,0.0,5,5,0,101,8.0,295,0,Sedang,Sedang,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2022-11-26,6.99,2022-06-01,RC2,5,1.23,2.03,0.0,5,4,0,90,10.1,194,0,Rendah,Rendah,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2022-12-26,6.99,2022-06-01,RC2,6,1.64,7.08,0.0,5,5,0,100,9.0,163,0,Rendah,Sedang,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2023-01-26,6.99,2022-06-01,RC2,7,4.93,10.85,0.0,5,5,0,90,0.0,140,0,Sedang,Tinggi,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2023-02-26,6.99,2022-06-01,RC2,8,3.91,11.83,2.25,5,0,0,0,0.0,249,0,Rendah,Tinggi,Rendah,Medium
II,GMP 5,22.0,31 BS 43,2023-03-26,6.99,2022-06-01,RC2,9,4.51,19.16,49.45,0,0,0,0,0.0,391,0,Sedang,Tinggi,Tinggi,Medium
II,GMP 5,22.0,31 BS 43,2023-04-26,6.99,2022-06-01,RC2,10,4.47,22.94,53.5,0,0,0,0,0.0,175,0,Rendah,Tinggi,Tinggi,Medium
II,GMP 5,22.0,31 BS 43,2023-05-26,6.99,2022-06-01,RC2,11,4.95,23.42,20.1,0,0,0,0,0.0,79,0,Rendah,Tinggi,Sedang,Medium
I,GMP 5,3.0,31 BU 25,2022-08-10,13.96,2022-05-01,PC,3,1.16,1.91,0.0,5,5,10,0,0.0,143,0,Rendah,Sedang,Rendah,Big
I,GMP 5,3.0,31 BU 25,2022-09-10,13.96,2022-05-01,PC,4,14.05,8.7,0.0,5,5,10,0,0.0,48,0,Tinggi,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 25,2022-10-10,13.96,2022-05-01,PC,5,8.97,6.13,0.45,6,5,10,0,0.0,243,0,Tinggi,Sedang,Sedang,Big
I,GMP 5,3.0,31 BU 25,2022-11-10,13.96,2022-05-01,PC,6,6.49,13.44,0.1,5,5,10,0,0.0,177,0,Sedang,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 25,2022-12-10,13.96,2022-05-01,PC,7,14.15,8.28,0.0,5,5,10,0,0.0,146,0,Tinggi,Sedang,Rendah,Big
I,GMP 5,3.0,31 BU 25,2023-01-10,13.96,2022-05-01,PC,8,6.44,10.3,0.35,5,5,0,104,0.0,181,0,Sedang,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 25,2023-02-10,13.96,2022-05-01,PC,9,5.8,7.05,19.85,5,5,0,110,0.0,222,0,Sedang,Sedang,Sedang,Big
I,GMP 5,3.0,31 BU 25,2023-03-10,13.96,2022-05-01,PC,10,2.43,4.12,83.85,5,0,0,160,9.0,363,0,Rendah,Rendah,Tinggi,Big
I,GMP 5,3.0,31 BU 25,2023-04-10,13.96,2022-05-01,PC,11,3.35,10.61,73.35,6,0,0,0,0.0,149,0,Rendah,Tinggi,Tinggi,Big
I,GMP 5,3.0,31 BU 29,2022-08-10,15.31,2022-05-01,PC,3,1.19,3.03,0.0,5,5,10,0,0.0,143,0,Rendah,Sedang,Rendah,Big
I,GMP 5,3.0,31 BU 29,2022-09-10,15.31,2022-05-01,PC,4,6.03,7.5,0.15,5,5,10,0,0.0,48,0,Sedang,Tinggi,Sedang,Big
I,GMP 5,3.0,31 BU 29,2022-10-10,15.31,2022-05-01,PC,5,9.09,9.59,0.55,6,5,10,0,0.0,243,0,Tinggi,Tinggi,Sedang,Big
I,GMP 5,3.0,31 BU 29,2022-11-10,15.31,2022-05-01,PC,6,10.14,13.67,0.05,5,5,10,0,0.0,177,0,Tinggi,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 29,2022-12-10,15.31,2022-05-01,PC,7,10.9,13.15,0.05,5,5,10,0,0.0,146,0,Tinggi,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 29,2023-01-10,15.31,2022-05-01,PC,8,7.98,10.86,0.55,5,5,0,104,0.0,181,0,Sedang,Tinggi,Rendah,Big
I,GMP 5,3.0,31 BU 29,2023-02-10,15.31,2022-05-01,PC,9,4.21,10.3,76.1,5,5,0,110,0.0,222,0,Rendah,Tinggi,Tinggi,Big
I,GMP 5,3.0,31 BU 29,2023-03-10,15.31,2022-05-01,PC,10,2.47,2.74,200.0,5,0,0,160,9.0,363,0,Rendah,Rendah,Tinggi,Big
I,GMP 5,3.0,31 BU 29,2023-04-10,15.31,2022-05-01,PC,11,4.31,11.55,100.0,6,0,0,0,0.0,149,0,Rendah,Tinggi,Tinggi,Big
II,R34,22.0,32 BS 37,2022-10-16,3.87,2022-07-01,RC1,3,0.0,0.18,0.2,5,0,0,100,10.3,295,0,Rendah,Rendah,Sedang,Small
II,R34,22.0,32 BS 37,2022-11-16,3.87,2022-07-01,RC1,4,0.0,1.24,0.0,5,4,0,90,0.0,194,0,Rendah,Rendah,Rendah,Small
II,R34,22.0,32 BS 37,2022-12-16,3.87,2022-07-01,RC1,5,1.41,4.3,0.0,5,0,0,100,9.0,163,0,Rendah,Sedang,Rendah,Small
II,R34,22.0,32 BS 37,2023-01-16,3.87,2022-07-01,RC1,6,7.22,11.3,1.2,5,5,0,0,0.0,140,0,Sedang,Tinggi,Sedang,Small
II,R34,22.0,32 BS 37,2023-02-16,3.87,2022-07-01,RC1,7,3.74,10.54,23.6,5,0,0,0,0.0,249,0,Sedang,Tinggi,Tinggi,Small
II,R34,22.0,32 BS 37,2023-03-16,3.87,2022-07-01,RC1,8,4.79,13.97,3.4,5,0,0,100,0.0,391,0,Sedang,Tinggi,Rendah,Small
II,R34,22.0,32 BS 37,2023-04-16,3.87,2022-07-01,RC1,9,4.97,19.48,10.5,5,5,0,0,0.0,175,0,Sedang,Tinggi,Sedang,Small
II,R34,22.0,32 BS 37,2023-05-16,3.87,2022-07-01,RC1,10,6.25,19.96,168.2,5,0,0,0,0.0,79,0,Sedang,Tinggi,Tinggi,Small
II,R34,22.0,32 BS 37,2023-06-16,3.87,,RC1,11,6.21,26.62,69.15,0,5,0,100,0.0,295,1,Sedang,Tinggi,Tinggi,Small
I,R69,3.0,33 BU 35,2023-01-15,4.43,2022-10-01,RC1,3,0.0,1.03,0.0,5,0,0,0,0.0,181,0,Rendah,Rendah,Rendah,Medium
I,R69,3.0,33 BU 35,2023-02-15,4.43,2022-10-01,RC1,4,1.4,5.24,0.0,5,0,10,0,0.0,222,0,Rendah,Sedang,Rendah,Medium
I,R69,3.0,33 BU 35,2023-03-15,4.43,2022-10-01,RC1,5,3.95,4.43,0.85,5,0,11,0,0.0,363,0,Sedang,Sedang,Sedang,Medium
I,R69,3.0,33 BU 35,2023-04-15,4.43,2022-10-01,RC1,6,10.05,7.39,20.4,5,0,10,0,0.0,149,0,Tinggi,Sedang,Tinggi,Medium
I,R69,3.0,33 BU 35,2023-05-15,4.43,2022-10-01,RC1,7,9.57,11.23,20.85,6,0,0,0,0.0,58,0,Tinggi,Tinggi,Tinggi,Medium
I,R69,3.0,33 BU 35,2023-06-15,4.43,2022-10-01,RC1,8,8.86,14.16,13.8,0,0,0,0,0.0,128,0,Sedang,Tinggi,Sedang,Medium
I,R69,3.0,33 BU 35,2023-07-15,4.43,2022-10-01,RC1,9,8.1,16.03,36.2,7,0,0,0,0.0,50,0,Sedang,Tinggi,Tinggi,Medium
I,R69,3.0,33 BU 35,2023-08-15,4.43,,RC1,10,2.47,2.74,200.0,5,0,0,160,9.0,181,1,Rendah,Rendah,Tinggi,Medium
I,R69,3.0,33 BU 35,2023-09-15,4.43,,RC1,11,3.35,10.61,73.35,6,0,0,0,0.0,181,1,Rendah,Tinggi,Tinggi,Medium
III,GMP 3,19.0,33 TS 39,2022-12-02,5.36,2022-09-01,RC1,3,0.0,0.0,0.0,5,0,0,1000,0.0,226,0,Rendah,Rendah,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-01-02,5.36,2022-09-01,RC1,4,0.0,2.7,0.0,5,0,0,1000,0.0,223,0,Rendah,Sedang,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-02-02,5.36,2022-09-01,RC1,5,1.42,0.7,0.0,5,0,0,1000,0.0,267,0,Rendah,Rendah,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-03-02,5.36,2022-09-01,RC1,6,1.03,1.86,0.0,5,0,0,1000,0.0,471,0,Rendah,Rendah,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-04-02,5.36,2022-09-01,RC1,7,3.11,3.94,5.04,5,4,0,1000,0.0,202,0,Rendah,Sedang,Sedang,Medium
III,GMP 3,19.0,33 TS 39,2023-05-02,5.36,2022-09-01,RC1,8,5.08,5.84,3.4,6,0,0,1000,0.0,90,0,Sedang,Sedang,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-06-02,5.36,2022-09-01,RC1,9,4.67,7.32,7.0,5,0,0,1000,0.0,108,0,Sedang,Sedang,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-07-02,5.36,,RC1,10,1.36,2.37,1.0,0,0,10,1000,0.0,226,1,Rendah,Rendah,Rendah,Medium
III,GMP 3,19.0,33 TS 39,2023-08-02,5.36,,RC1,11,5.05,6.52,2.04,0,0,0,1000,0.0,226,1,Sedang,Sedang,Rendah,Medium
III,G11,19.0,33 TS 42,2022-10-12,12.23,2022-07-01,RC1,3,1.0,2.66,0.0,5,4,10,1000,0.0,306,0,Rendah,Sedang,Rendah,Big
III,G11,19.0,33 TS 42,2022-11-12,12.23,2022-07-01,RC1,4,0.0,3.11,0.0,5,5,0,1000,0.0,221,0,Rendah,Sedang,Rendah,Big
III,G11,19.0,33 TS 42,2022-12-12,12.23,2022-07-01,RC1,5,1.23,0.9,0.0,5,4,0,1000,0.0,226,0,Rendah,Rendah,Rendah,Big
III,G11,19.0,33 TS 42,2023-01-12,12.23,2022-07-01,RC1,6,3.47,2.65,0.0,5,5,0,1000,0.0,223,0,Sedang,Rendah,Rendah,Big
III,G11,19.0,33 TS 42,2023-02-12,12.23,2022-07-01,RC1,7,2.79,2.15,1.0,5,5,10,1000,0.0,267,0,Rendah,Rendah,Sedang,Big
III,G11,19.0,33 TS 42,2023-03-12,12.23,2022-07-01,RC1,8,1.62,2.61,0.58,5,0,0,1000,0.0,471,0,Rendah,Rendah,Rendah,Big
III,G11,19.0,33 TS 42,2023-04-12,12.23,2022-07-01,RC1,9,3.7,3.74,1.83,5,0,10,1000,0.0,202,0,Rendah,Rendah,Rendah,Big
III,G11,19.0,33 TS 42,2023-05-12,12.23,2022-07-01,RC1,10,4.64,5.44,0.79,0,0,10,1000,0.0,90,0,Rendah,Sedang,Rendah,Big
III,G11,19.0,33 TS 42,2023-06-12,12.23,2022-07-01,RC1,11,5.05,6.52,2.04,0,0,0,1000,0.0,108,0,Sedang,Sedang,Rendah,Big
VII,GMP 7,16.0,334 TU 119,2022-12-07,5.57,2022-09-01,PC,3,0.0,0.93,0.0,5,5,0,140,0.0,176,0,Rendah,Rendah,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-01-07,5.57,2022-09-01,PC,4,0.83,1.93,0.0,5,0,0,200,0.0,443,0,Rendah,Rendah,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-02-07,5.57,2022-09-01,PC,5,2.44,2.92,0.0,5,5,0,0,0.0,441,0,Rendah,Sedang,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-03-07,5.57,2022-09-01,PC,6,1.52,3.6,0.4,5,5,0,0,0.0,610,0,Rendah,Sedang,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-04-07,5.57,2022-09-01,PC,7,3.47,13.88,1.35,5,5,0,120,0.0,316,0,Rendah,Tinggi,Sedang,Medium
VII,GMP 7,16.0,334 TU 119,2023-05-07,5.57,2022-09-01,PC,8,3.83,15.21,1.3,5,5,0,140,0.0,57,0,Rendah,Tinggi,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-06-07,5.57,2022-09-01,PC,9,2.98,17.07,1.0,5,4,0,120,0.0,143,0,Rendah,Tinggi,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-07-07,5.57,2022-09-01,PC,10,2.28,13.04,0.7,6,0,0,110,3.0,96,0,Rendah,Tinggi,Rendah,Medium
VII,GMP 7,16.0,334 TU 119,2023-08-07,5.57,2022-09-01,PC,11,2.23,13.27,34.3,5,0,0,110,0.0,29,0,Rendah,Tinggi,Sedang,Medium
VII,GMP 7,5.0,334 TU 127,2022-11-25,3.88,2022-08-01,PC,3,0.0,0.36,0.0,5,5,0,0,0.0,257,0,Rendah,Rendah,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2022-12-25,3.88,2022-08-01,PC,4,0.0,0.74,0.0,5,5,0,200,0.0,176,0,Rendah,Rendah,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-01-25,3.88,2022-08-01,PC,5,5.71,0.97,0.0,5,5,0,0,0.0,443,0,Sedang,Rendah,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-02-25,3.88,2022-08-01,PC,6,2.17,1.64,0.0,5,5,0,140,0.0,441,0,Rendah,Rendah,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-03-25,3.88,2022-08-01,PC,7,2.68,5.73,2.4,5,5,0,0,0.0,610,0,Rendah,Sedang,Sedang,Small
VII,GMP 7,5.0,334 TU 127,2023-04-25,3.88,2022-08-01,PC,8,6.96,8.42,0.1,5,0,0,130,0.0,316,0,Sedang,Sedang,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-05-25,3.88,2022-08-01,PC,9,6.92,12.63,1.2,5,5,0,130,0.0,57,0,Sedang,Tinggi,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-06-25,3.88,2022-08-01,PC,10,4.94,10.2,0.6,5,0,0,108,4.0,143,0,Rendah,Tinggi,Rendah,Small
VII,GMP 7,5.0,334 TU 127,2023-07-25,3.88,2022-08-01,PC,11,3.55,11.65,34.9,5,0,0,160,6.0,96,0,Rendah,Tinggi,Sedang,Small
VII,GMP 7,5.0,334 TU 134,2022-11-25,4.14,2022-08-01,PC,3,0.0,0.19,0.0,5,5,0,0,0.0,257,0,Rendah,Rendah,Rendah,Medium
VII,GMP 7,5.0,334 TU 134,2022-12-25,4.14,2022-08-01,PC,4,0.0,0.0,0.0,5,5,0,200,0.0,176,0,Rendah,Rendah,Rendah,Medium
VII,GMP 7,5.0,334 TU 134,2023-01-25,4.14,2022-08-01,PC,5,0.0,2.11,0.0,5,5,0,0,0.0,443,0,Rendah,Rendah,Rendah,Medium
