Nama Blok,Umur,Divisi,Varietas Tebu,Kawasan,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm)_extended,Tahun,Bulan Pengamatan,Curah hujan (mm)
233 TU 61,4,VI,R08,19.0,2022-11-14,4.01,2022-07-01,PC,0.0,1.04,0.0,5.0,4.0,0.0,0.0,0.0,259.0,2022,11,259
233 TU 61,5,VI,R08,19.0,2022-12-14,4.01,2022-07-01,PC,1.33,0.92,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
233 TU 61,6,VI,R08,19.0,2023-01-15,4.01,2022-07-01,PC,2.33,6.2,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
233 TU 61,7,VI,R08,19.0,2023-02-16,4.01,2022-07-01,PC,2.8,6.57,0.5,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
233 TU 61,8,VI,R08,19.0,2023-03-17,4.01,2022-07-01,PC,1.63,6.43,0.4,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
233 TU 61,9,VI,R08,19.0,2023-04-13,4.01,2022-07-01,PC,6.52,13.88,0.9,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
233 TU 61,10,VI,R08,19.0,2023-05-12,4.01,2022-07-01,PC,5.92,13.98,5.9,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
233 TU 61,11,VI,R08,19.0,2023-06-16,4.01,2022-07-01,PC,5.03,13.73,45.4,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
230 TU 61,3,VI,R08,19.0,2022-10-14,4.83,2022-07-01,PC,0.0,0.63,0.0,8.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
230 TU 61,4,VI,R08,19.0,2022-11-14,4.83,2022-07-01,PC,0.0,1.67,0.0,5.0,4.0,0.0,0.0,0.0,259.0,2022,11,259
230 TU 61,5,VI,R08,19.0,2022-12-14,4.83,2022-07-01,PC,0.0,4.12,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
230 TU 61,6,VI,R08,19.0,2023-01-15,4.83,2022-07-01,PC,0.0,9.07,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
230 TU 61,7,VI,R08,19.0,2023-02-16,4.83,2022-07-01,PC,1.9,10.02,0.8,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
230 TU 61,8,VI,R08,19.0,2023-03-17,4.83,2022-07-01,PC,3.91,4.89,1.9,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
230 TU 61,9,VI,R08,19.0,2023-04-14,4.83,2022-07-01,PC,2.8,7.95,31.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
230 TU 61,10,VI,R08,19.0,2023-05-12,4.83,2022-07-01,PC,2.58,5.92,43.3,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
230 TU 61,11,VI,R08,19.0,2023-06-16,4.83,2022-07-01,PC,3.14,6.26,109.6,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
238 TU 62,3,VI,G11,19.0,2022-10-14,2.7,2022-07-01,PC,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
238 TU 62,4,VI,G11,19.0,2022-11-14,2.7,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
238 TU 62,5,VI,G11,19.0,2022-12-14,2.7,2022-07-01,PC,0.0,0.55,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
238 TU 62,6,VI,G11,19.0,2023-01-15,2.7,2022-07-01,PC,0.0,1.01,0.25,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
238 TU 62,7,VI,G11,19.0,2023-02-16,2.7,2022-07-01,PC,0.0,0.54,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
238 TU 62,8,VI,G11,19.0,2023-03-17,2.7,2022-07-01,PC,0.0,2.7,0.25,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
238 TU 62,9,VI,G11,19.0,2023-04-14,2.7,2022-07-01,PC,3.57,1.92,3.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
238 TU 62,10,VI,G11,19.0,2023-05-12,2.7,2022-07-01,PC,3.28,2.56,3.0,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
238 TU 62,11,VI,G11,19.0,2023-06-16,2.7,2022-07-01,PC,1.49,2.58,1.0,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
237 TU 63,3,VI,G11,19.0,2022-10-14,2.87,2022-07-01,PC,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
237 TU 63,4,VI,G11,19.0,2022-11-14,2.87,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
237 TU 63,5,VI,G11,19.0,2022-12-14,2.87,2022-07-01,PC,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
237 TU 63,6,VI,G11,19.0,2023-01-15,2.87,2022-07-01,PC,0.0,1.63,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
237 TU 63,7,VI,G11,19.0,2023-02-16,2.87,2022-07-01,PC,2.99,1.66,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
237 TU 63,8,VI,G11,19.0,2023-03-17,2.87,2022-07-01,PC,0.0,2.62,0.33,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
237 TU 63,9,VI,G11,19.0,2023-04-14,2.87,2022-07-01,PC,3.7,2.56,2.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
237 TU 63,10,VI,G11,19.0,2023-05-12,2.87,2022-07-01,PC,3.37,2.57,1.5,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
237 TU 63,11,VI,G11,19.0,2023-06-16,2.87,2022-07-01,PC,2.06,2.66,4.67,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
245 TU 62,3,VI,G11,19.0,2022-10-14,3.09,2022-07-01,PC,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
245 TU 62,4,VI,G11,19.0,2022-11-14,3.09,2022-07-01,PC,0.0,0.53,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
245 TU 62,5,VI,G11,19.0,2022-12-14,3.09,2022-07-01,PC,0.0,0.19,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
245 TU 62,6,VI,G11,19.0,2023-01-15,3.09,2022-07-01,PC,0.0,0.21,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
245 TU 62,7,VI,G11,19.0,2023-02-16,3.09,2022-07-01,PC,3.81,1.44,0.5,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
245 TU 62,8,VI,G11,19.0,2023-03-17,3.09,2022-07-01,PC,0.0,0.81,0.1,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
245 TU 62,9,VI,G11,19.0,2023-04-14,3.09,2022-07-01,PC,1.4,5.22,0.2,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
245 TU 62,10,VI,G11,19.0,2023-05-12,3.09,2022-07-01,PC,1.3,6.61,0.4,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
245 TU 62,11,VI,G11,19.0,2023-06-16,3.09,2022-07-01,PC,2.91,5.06,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
235 TU 61,3,VI,R08,19.0,2022-10-14,4.13,2022-07-01,PC,0.0,0.91,0.0,8.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
235 TU 61,4,VI,R08,19.0,2022-11-14,4.13,2022-07-01,PC,0.0,0.53,0.0,5.0,4.0,0.0,0.0,0.0,259.0,2022,11,259
235 TU 61,5,VI,R08,19.0,2022-12-14,4.13,2022-07-01,PC,0.0,0.61,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
235 TU 61,6,VI,R08,19.0,2023-01-15,4.13,2022-07-01,PC,0.0,5.76,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
235 TU 61,7,VI,R08,19.0,2023-02-16,4.13,2022-07-01,PC,1.87,4.33,1.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
235 TU 61,8,VI,R08,19.0,2023-03-17,4.13,2022-07-01,PC,0.81,5.32,0.2,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
235 TU 61,9,VI,R08,19.0,2023-04-13,4.13,2022-07-01,PC,3.65,17.3,0.8,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
235 TU 61,10,VI,R08,19.0,2023-05-12,4.13,2022-07-01,PC,3.33,17.29,3.8,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
235 TU 61,11,VI,R08,19.0,2023-06-18,4.13,2022-07-01,PC,3.93,16.58,12.0,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
337 TU 126,3,VII,R2,16.0,2022-10-14,3.97,2022-07-01,RC2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,50.0,273.0,2022,10,273
337 TU 126,4,VII,R2,16.0,2022-11-04,3.97,2022-07-01,RC2,0.0,0.84,0.0,6.0,0.0,0.0,0.0,0.0,257.0,2022,11,257
337 TU 126,5,VII,R2,16.0,2022-12-03,3.97,2022-07-01,RC2,1.39,0.0,0.0,6.0,0.0,0.0,0.0,0.0,176.0,2022,12,176
337 TU 126,6,VII,R2,16.0,2023-01-15,3.97,2022-07-01,RC2,1.11,0.66,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
337 TU 126,7,VII,R2,16.0,2023-02-09,3.97,2022-07-01,RC2,2.88,4.49,21.5,5.0,0.0,0.0,0.0,0.0,441.0,2023,2,441
337 TU 126,8,VII,R2,16.0,2023-03-11,3.97,2022-07-01,RC2,3.76,0.71,1.0,6.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
337 TU 126,9,VII,R2,16.0,2023-04-08,3.97,2022-07-01,RC2,7.52,10.91,1.0,4.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
337 TU 126,10,VII,R2,16.0,2023-05-09,3.97,2022-07-01,RC2,9.21,13.77,0.3,0.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
337 TU 126,11,VII,R2,16.0,2023-05-01,3.97,2022-07-01,RC2,9.21,13.77,0.3,0.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
11 BS 21,3,II,R69,20.0,2022-10-14,4.64,2022-07-01,RC1,0.0,0.0,0.0,5.0,5.0,0.0,90.0,10.0,295.0,2022,10,295
11 BS 21,4,II,R69,20.0,2022-11-14,4.64,2022-07-01,RC1,1.43,0.39,0.0,5.0,0.0,0.0,90.0,10.3,194.0,2022,11,194
11 BS 21,5,II,R69,20.0,2022-12-13,4.64,2022-07-01,RC1,0.0,3.13,0.0,5.0,5.0,0.0,90.0,10.3,163.0,2022,12,163
11 BS 21,6,II,R69,20.0,2023-01-15,4.64,2022-07-01,RC1,0.0,5.92,0.1,5.0,5.0,0.0,101.0,0.0,140.0,2023,1,140
11 BS 21,7,II,R69,20.0,2023-02-11,4.64,2022-07-01,RC1,6.73,3.5,7.1,5.0,0.0,0.0,100.0,0.0,249.0,2023,2,249
11 BS 21,8,II,R69,20.0,2023-03-19,4.64,2022-07-01,RC1,4.17,10.14,56.3,5.0,5.0,0.0,100.0,0.0,391.0,2023,3,391
11 BS 21,9,II,R69,20.0,2023-04-14,4.64,2022-07-01,RC1,8.63,11.22,107.3,6.0,5.0,0.0,100.0,0.0,175.0,2023,4,175
11 BS 21,10,II,R69,20.0,2023-05-09,4.64,2022-07-01,RC1,7.89,17.31,158.8,6.0,0.0,0.0,100.0,0.0,79.0,2023,5,79
11 BS 21,11,II,R69,20.0,2023-05-01,4.64,2022-07-01,RC1,7.89,17.31,158.8,6.0,0.0,0.0,100.0,0.0,79.0,2023,5,79
113 BU 09,3,V,GMP 7,17.0,2022-10-14,4.49,2022-07-01,PC,0.0,0.25,0.0,5.0,5.0,0.0,0.0,10.0,315.0,2022,10,315
113 BU 09,4,V,GMP 7,17.0,2022-11-15,4.49,2022-07-01,PC,6.45,1.89,0.0,5.0,5.0,0.0,101.0,0.0,314.0,2022,11,314
113 BU 09,5,V,GMP 7,17.0,2022-12-16,4.49,2022-07-01,PC,3.9,5.49,0.0,5.0,7.0,0.0,101.0,0.0,241.0,2022,12,241
113 BU 09,6,V,GMP 7,17.0,2023-01-15,4.49,2022-07-01,PC,4.65,7.42,0.2,5.0,5.0,0.0,140.0,0.0,225.0,2023,1,225
113 BU 09,7,V,GMP 7,17.0,2023-02-14,4.49,2022-07-01,PC,6.86,13.15,0.1,5.0,0.0,0.0,0.0,0.0,286.0,2023,2,286
113 BU 09,8,V,GMP 7,17.0,2023-03-25,4.49,2022-07-01,PC,1.67,10.87,0.2,5.0,0.0,0.0,110.0,0.0,494.0,2023,3,494
113 BU 09,9,V,GMP 7,17.0,2023-04-18,4.49,2022-07-01,PC,3.68,9.69,3.1,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
113 BU 09,10,V,GMP 7,17.0,2023-05-09,4.49,2022-07-01,PC,4.76,8.89,1.2,5.0,0.0,10.0,200.0,10.1,128.0,2023,5,128
113 BU 09,11,V,GMP 7,17.0,2023-06-23,4.49,2022-07-01,PC,8.13,12.02,5.0,0.0,0.0,0.0,0.0,0.0,140.0,2023,6,140
114 BU 03,3,V,GMP 7,17.0,2022-10-14,7.88,2022-07-01,PC,0.0,0.66,0.0,5.0,5.0,0.0,0.0,10.0,315.0,2022,10,315
114 BU 03,4,V,GMP 7,17.0,2022-11-15,7.88,2022-07-01,PC,1.71,0.84,0.0,5.0,5.0,0.0,101.0,0.0,314.0,2022,11,314
114 BU 03,5,V,GMP 7,17.0,2022-12-16,7.88,2022-07-01,PC,1.97,1.54,0.0,5.0,7.0,0.0,101.0,0.0,241.0,2022,12,241
114 BU 03,6,V,GMP 7,17.0,2023-01-15,7.88,2022-07-01,PC,3.43,7.07,0.1,5.0,5.0,0.0,140.0,0.0,225.0,2023,1,225
114 BU 03,7,V,GMP 7,17.0,2023-02-14,7.88,2022-07-01,PC,4.02,9.98,0.25,5.0,0.0,0.0,0.0,0.0,286.0,2023,2,286
114 BU 03,8,V,GMP 7,17.0,2023-03-25,7.88,2022-07-01,PC,0.42,13.01,0.0,5.0,0.0,0.0,110.0,0.0,494.0,2023,3,494
114 BU 03,9,V,GMP 7,17.0,2023-04-18,7.88,2022-07-01,PC,3.69,8.9,3.75,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
114 BU 03,10,V,GMP 7,17.0,2023-05-08,7.88,2022-07-01,PC,4.58,8.62,1.05,5.0,0.0,10.0,200.0,10.1,128.0,2023,5,128
114 BU 03,11,V,GMP 7,17.0,2023-06-23,7.88,2022-07-01,PC,7.03,11.92,4.7,0.0,0.0,0.0,0.0,0.0,140.0,2023,6,140
380 TU 125,3,VII,R86,9.0,2022-10-15,1.0,2022-07-01,RC2,0.0,0.23,0.0,6.0,0.0,0.0,0.0,0.0,273.0,2022,10,273
380 TU 125,4,VII,R86,9.0,2022-11-21,1.0,2022-07-01,RC2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
380 TU 125,5,VII,R86,9.0,2022-12-21,1.0,2022-07-01,RC2,0.0,1.23,0.0,6.0,0.0,0.0,0.0,0.0,176.0,2022,12,176
380 TU 125,6,VII,R86,9.0,2023-01-15,1.0,2022-07-01,RC2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
380 TU 125,7,VII,R86,9.0,2023-02-19,1.0,2022-07-01,RC2,0.0,0.42,0.5,5.0,0.0,0.0,0.0,0.0,441.0,2023,2,441
380 TU 125,8,VII,R86,9.0,2023-03-22,1.0,2022-07-01,RC2,2.08,5.79,1.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
380 TU 125,9,VII,R86,9.0,2023-04-28,1.0,2022-07-01,RC2,0.0,4.81,0.0,5.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
380 TU 125,10,VII,R86,9.0,2023-04-01,1.0,2022-07-01,RC2,0.0,4.81,0.0,5.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
380 TU 125,11,VII,R86,9.0,2023-05-01,1.0,2022-07-01,RC2,0.0,4.81,0.0,5.0,0.0,0.0,0.0,0.0,316.0,2023,5,57
403 TU 120,3,VII,G11,11.0,2022-10-15,2.91,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
403 TU 120,4,VII,G11,11.0,2022-11-23,2.91,2022-07-01,PC,0.0,0.0,0.0,5.0,6.0,0.0,140.0,0.0,257.0,2022,11,257
403 TU 120,5,VII,G11,11.0,2022-12-26,2.91,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,190.0,0.0,176.0,2022,12,176
403 TU 120,6,VII,G11,11.0,2023-01-15,2.91,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
403 TU 120,7,VII,G11,11.0,2023-02-24,2.91,2022-07-01,PC,1.47,0.37,0.0,5.0,5.0,0.0,130.0,0.0,441.0,2023,2,441
403 TU 120,8,VII,G11,11.0,2023-03-25,2.91,2022-07-01,PC,0.0,0.7,0.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
403 TU 120,9,VII,G11,11.0,2023-04-29,2.91,2022-07-01,PC,0.0,3.16,0.0,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
403 TU 120,10,VII,G11,11.0,2023-05-22,2.91,2022-07-01,PC,3.3,3.5,0.0,5.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
403 TU 120,11,VII,G11,11.0,2023-06-20,2.91,2022-07-01,PC,8.25,3.5,0.0,5.0,0.0,0.0,0.0,0.0,143.0,2023,6,143
129 TU 39,3,IV,G11,15.0,2022-10-15,3.95,2022-07-01,RC1,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,304.0,2022,10,304
129 TU 39,4,IV,G11,15.0,2022-11-15,3.95,2022-07-01,RC1,0.0,1.2,0.0,7.0,5.0,0.0,0.0,0.0,201.0,2022,11,201
129 TU 39,5,IV,G11,15.0,2022-12-14,3.95,2022-07-01,RC1,1.2,0.76,0.0,5.0,4.0,0.0,0.0,0.0,251.0,2022,12,251
129 TU 39,6,IV,G11,15.0,2023-01-15,3.95,2022-07-01,RC1,4.49,1.17,0.0,5.0,4.0,0.0,200.0,0.0,233.0,2023,1,233
129 TU 39,7,IV,G11,15.0,2023-02-14,3.95,2022-07-01,RC1,0.0,3.78,1.7,5.0,5.0,0.0,140.0,0.0,313.0,2023,2,313
129 TU 39,8,IV,G11,15.0,2023-03-20,3.95,2022-07-01,RC1,1.57,4.8,4.4,5.0,5.0,0.0,0.0,0.0,402.0,2023,3,402
129 TU 39,9,IV,G11,15.0,2023-04-14,3.95,2022-07-01,RC1,5.97,4.09,2.1,5.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
129 TU 39,10,IV,G11,15.0,2023-05-12,3.95,2022-07-01,RC1,5.03,6.68,3.0,5.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
129 TU 39,11,IV,G11,15.0,2023-05-01,3.95,2022-07-01,RC1,5.03,6.68,3.0,5.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
131 TU 39,3,IV,G11,15.0,2022-10-15,9.71,2022-07-01,RC1,1.14,0.2,0.0,5.0,4.0,0.0,0.0,0.0,304.0,2022,10,304
131 TU 39,4,IV,G11,15.0,2022-11-15,9.71,2022-07-01,RC1,0.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,201.0,2022,11,201
131 TU 39,5,IV,G11,15.0,2022-12-14,9.71,2022-07-01,RC1,0.0,1.84,0.0,5.0,4.0,0.0,0.0,0.0,251.0,2022,12,251
131 TU 39,6,IV,G11,15.0,2023-01-15,9.71,2022-07-01,RC1,2.97,1.07,0.0,5.0,4.0,0.0,200.0,0.0,233.0,2023,1,233
131 TU 39,7,IV,G11,15.0,2023-02-14,9.71,2022-07-01,RC1,2.39,2.64,1.42,5.0,5.0,0.0,140.0,0.0,313.0,2023,2,313
131 TU 39,8,IV,G11,15.0,2023-03-16,9.71,2022-07-01,RC1,1.92,2.89,0.54,5.0,5.0,0.0,0.0,0.0,402.0,2023,3,402
131 TU 39,9,IV,G11,15.0,2023-04-14,9.71,2022-07-01,RC1,5.92,4.47,3.13,5.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
131 TU 39,10,IV,G11,15.0,2023-05-19,9.71,2022-07-01,RC1,6.37,7.72,7.38,5.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
131 TU 39,11,IV,G11,15.0,2023-05-01,9.71,2022-07-01,RC1,6.37,7.72,7.38,5.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
351 TU 109,3,VII,R08,18.0,2022-10-15,3.29,2022-07-01,RC1,0.0,2.59,0.0,5.0,5.0,0.0,200.0,0.0,273.0,2022,10,273
351 TU 109,4,VII,R08,18.0,2022-11-17,3.29,2022-07-01,RC1,0.0,4.16,0.0,5.0,5.0,0.0,150.0,30.0,257.0,2022,11,257
351 TU 109,5,VII,R08,18.0,2022-12-19,3.29,2022-07-01,RC1,1.25,0.7,0.1,5.0,5.0,0.0,190.0,60.0,176.0,2022,12,176
351 TU 109,6,VII,R08,18.0,2023-01-15,3.29,2022-07-01,RC1,1.1,18.82,0.0,5.0,5.0,0.0,190.0,0.0,443.0,2023,1,443
351 TU 109,7,VII,R08,18.0,2023-02-21,3.29,2022-07-01,RC1,2.03,11.33,3.4,5.0,5.0,0.0,120.0,0.0,441.0,2023,2,441
351 TU 109,8,VII,R08,18.0,2023-03-22,3.29,2022-07-01,RC1,3.05,7.16,2.8,5.0,5.0,0.0,0.0,0.0,610.0,2023,3,610
351 TU 109,9,VII,R08,18.0,2023-04-19,3.29,2022-07-01,RC1,3.6,24.53,6.6,5.0,5.0,0.0,140.0,14.0,316.0,2023,4,316
351 TU 109,10,VII,R08,18.0,2023-05-21,3.29,2022-07-01,RC1,2.03,35.31,163.5,6.0,0.0,0.0,200.0,0.0,57.0,2023,5,57
351 TU 109,11,VII,R08,18.0,2023-05-01,3.29,2022-07-01,RC1,2.03,35.31,163.5,6.0,0.0,0.0,200.0,0.0,57.0,2023,5,57
383 TU 127,3,VII,R86,9.0,2022-10-15,1.56,2022-07-01,RC2,0.0,0.84,0.0,6.0,0.0,0.0,0.0,0.0,273.0,2022,10,273
383 TU 127,4,VII,R86,9.0,2022-11-21,1.56,2022-07-01,RC2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
383 TU 127,5,VII,R86,9.0,2022-12-21,1.56,2022-07-01,RC2,0.0,0.41,0.0,6.0,0.0,0.0,0.0,0.0,176.0,2022,12,176
383 TU 127,6,VII,R86,9.0,2023-01-15,1.56,2022-07-01,RC2,0.0,4.08,0.0,6.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
383 TU 127,7,VII,R86,9.0,2023-02-19,1.56,2022-07-01,RC2,2.5,1.45,1.75,5.0,0.0,0.0,0.0,0.0,441.0,2023,2,441
383 TU 127,8,VII,R86,9.0,2023-03-22,1.56,2022-07-01,RC2,0.0,0.44,30.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
383 TU 127,9,VII,R86,9.0,2023-04-28,1.56,2022-07-01,RC2,0.0,4.71,0.75,5.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
383 TU 127,10,VII,R86,9.0,2023-04-01,1.56,2022-07-01,RC2,0.0,4.71,0.75,5.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
383 TU 127,11,VII,R86,9.0,2023-05-01,1.56,2022-07-01,RC2,0.0,4.71,0.75,5.0,0.0,0.0,0.0,0.0,316.0,2023,5,57
367 TU 101,3,VII,G11,20.0,2022-10-15,4.49,2022-07-01,PC,2.33,3.23,0.0,5.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
367 TU 101,4,VII,G11,20.0,2022-11-17,4.49,2022-07-01,PC,0.0,1.67,0.0,5.0,6.0,0.0,140.0,0.0,257.0,2022,11,257
367 TU 101,5,VII,G11,20.0,2022-12-19,4.49,2022-07-01,PC,1.33,0.91,0.0,5.0,5.0,0.0,190.0,0.0,176.0,2022,12,176
367 TU 101,6,VII,G11,20.0,2023-01-15,4.49,2022-07-01,PC,0.0,4.94,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
367 TU 101,7,VII,G11,20.0,2023-02-19,4.49,2022-07-01,PC,2.97,2.61,0.2,5.0,5.0,0.0,130.0,0.0,441.0,2023,2,441
367 TU 101,8,VII,G11,20.0,2023-03-23,4.49,2022-07-01,PC,0.78,0.18,0.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
367 TU 101,9,VII,G11,20.0,2023-04-24,4.49,2022-07-01,PC,2.16,4.17,0.5,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
367 TU 101,10,VII,G11,20.0,2023-05-18,4.49,2022-07-01,PC,1.29,4.07,2.1,5.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
367 TU 101,11,VII,G11,20.0,2023-06-22,4.49,2022-07-01,PC,4.09,4.11,33.6,5.0,0.0,0.0,0.0,0.0,143.0,2023,6,143
197 TU 85,3,VI,GMP 7,3.0,2022-10-15,5.74,2022-07-01,RC2,0.0,0.16,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
197 TU 85,4,VI,GMP 7,3.0,2022-11-16,5.74,2022-07-01,RC2,0.0,1.4,0.0,5.0,0.0,0.0,0.0,0.0,259.0,2022,11,259
197 TU 85,5,VI,GMP 7,3.0,2022-12-14,5.74,2022-07-01,RC2,0.71,1.33,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
197 TU 85,6,VI,GMP 7,3.0,2023-01-15,5.74,2022-07-01,RC2,0.55,1.07,0.0,5.0,0.0,0.0,0.0,0.0,271.0,2023,1,271
197 TU 85,7,VI,GMP 7,3.0,2023-02-16,5.74,2022-07-01,RC2,1.45,2.22,0.3,5.0,0.0,0.0,0.0,0.0,372.0,2023,2,372
197 TU 85,8,VI,GMP 7,3.0,2023-03-17,5.74,2022-07-01,RC2,2.65,2.35,0.3,5.0,0.0,0.0,0.0,0.0,537.0,2023,3,537
197 TU 85,9,VI,GMP 7,3.0,2023-04-17,5.74,2022-07-01,RC2,3.42,6.93,3.15,0.0,0.0,0.0,0.0,0.0,283.0,2023,4,283
197 TU 85,10,VI,GMP 7,3.0,2023-05-16,5.74,2022-07-01,RC2,3.55,6.13,9.35,5.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
197 TU 85,11,VI,GMP 7,3.0,2023-05-01,5.74,2022-07-01,RC2,3.55,6.13,9.35,5.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
382 TU 128,3,VII,R86,9.0,2022-10-15,2.7,2022-07-01,RC2,0.0,0.53,0.0,6.0,0.0,0.0,0.0,0.0,273.0,2022,10,273
382 TU 128,4,VII,R86,9.0,2022-11-21,2.7,2022-07-01,RC2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
382 TU 128,5,VII,R86,9.0,2022-12-21,2.7,2022-07-01,RC2,2.17,0.0,0.0,6.0,0.0,0.0,0.0,0.0,176.0,2022,12,176
382 TU 128,6,VII,R86,9.0,2023-01-15,2.7,2022-07-01,RC2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
