Nama Blok,Umur,Divisi,Varietas Tebu,Kawasan,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm)_extended,Tahun,Bulan Pengamatan,Curah hujan (mm)
48 TU 02,10,III,G11,15.0,2023-04-01,3.74,2022-07-01,PC,4.05,6.02,4.6,5.0,0.0,10.0,1000.0,0.0,202.0,2023,4,202
48 TU 02,11,III,G11,15.0,2023-05-01,3.74,2022-07-01,PC,4.05,6.02,4.6,5.0,0.0,10.0,1000.0,0.0,202.0,2023,5,90
50 TU 07,3,III,R08,15.0,2022-10-12,3.09,2022-07-01,PC,2.63,0.76,0.0,6.0,5.0,0.0,0.0,0.0,306.0,2022,10,306
50 TU 07,4,III,R08,15.0,2022-11-14,3.09,2022-07-01,PC,0.0,1.79,0.0,6.0,5.0,0.0,0.0,0.0,221.0,2022,11,221
50 TU 07,5,III,R08,15.0,2022-12-09,3.09,2022-07-01,PC,0.0,0.86,0.0,6.0,0.0,0.0,0.0,0.0,226.0,2022,12,226
50 TU 07,6,III,R08,15.0,2023-01-15,3.09,2022-07-01,PC,3.33,6.19,0.9,5.0,5.0,0.0,0.0,0.0,223.0,2023,1,223
50 TU 07,7,III,R08,15.0,2023-02-14,3.09,2022-07-01,PC,0.87,6.76,0.6,5.0,0.0,0.0,0.0,0.0,267.0,2023,2,267
50 TU 07,8,III,R08,15.0,2023-03-18,3.09,2022-07-01,PC,1.52,4.94,0.9,6.0,5.0,0.0,0.0,0.0,471.0,2023,3,471
50 TU 07,9,III,R08,15.0,2023-04-16,3.09,2022-07-01,PC,3.6,7.6,0.4,6.0,5.0,0.0,0.0,0.0,202.0,2023,4,202
50 TU 07,10,III,R08,15.0,2023-05-13,3.09,2022-07-01,PC,3.25,7.69,2.1,6.0,5.0,0.0,0.0,0.0,90.0,2023,5,90
50 TU 07,11,III,R08,15.0,2023-06-18,3.09,2022-07-01,PC,6.98,11.62,17.8,5.0,0.0,0.0,0.0,0.0,108.0,2023,6,108
51 TU 08,3,III,R08,15.0,2022-10-12,4.21,2022-07-01,PC,0.0,0.45,0.0,6.0,5.0,0.0,0.0,0.0,306.0,2022,10,306
51 TU 08,4,III,R08,15.0,2022-11-14,4.21,2022-07-01,PC,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,221.0,2022,11,221
51 TU 08,5,III,R08,15.0,2022-12-09,4.21,2022-07-01,PC,0.0,0.49,0.1,6.0,0.0,0.0,0.0,0.0,226.0,2022,12,226
51 TU 08,6,III,R08,15.0,2023-01-15,4.21,2022-07-01,PC,2.25,6.38,1.0,5.0,5.0,0.0,0.0,0.0,223.0,2023,1,223
51 TU 08,7,III,R08,15.0,2023-02-14,4.21,2022-07-01,PC,4.72,3.15,4.9,5.0,0.0,0.0,0.0,0.0,267.0,2023,2,267
51 TU 08,8,III,R08,15.0,2023-03-18,4.21,2022-07-01,PC,0.0,5.39,3.8,6.0,5.0,0.0,0.0,0.0,471.0,2023,3,471
51 TU 08,9,III,R08,15.0,2023-04-16,4.21,2022-07-01,PC,3.47,6.67,1.1,6.0,5.0,0.0,0.0,0.0,202.0,2023,4,202
51 TU 08,10,III,R08,15.0,2023-05-12,4.21,2022-07-01,PC,3.23,6.8,4.1,6.0,5.0,0.0,0.0,0.0,90.0,2023,5,90
51 TU 08,11,III,R08,15.0,2023-06-16,4.21,2022-07-01,PC,5.71,10.59,11.8,5.0,0.0,0.0,0.0,0.0,108.0,2023,6,108
175 TU 46,3,VI,G11,20.0,2022-10-12,2.97,2022-07-01,RC1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
175 TU 46,4,VI,G11,20.0,2022-11-12,2.97,2022-07-01,RC1,0.0,2.24,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
175 TU 46,5,VI,G11,20.0,2022-12-12,2.97,2022-07-01,RC1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
175 TU 46,6,VI,G11,20.0,2023-01-15,2.97,2022-07-01,RC1,5.71,0.51,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
175 TU 46,7,VI,G11,20.0,2023-02-14,2.97,2022-07-01,RC1,2.38,1.5,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
175 TU 46,8,VI,G11,20.0,2023-03-16,2.97,2022-07-01,RC1,0.0,1.05,1.75,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
175 TU 46,9,VI,G11,20.0,2023-04-14,2.97,2022-07-01,RC1,3.77,7.78,3.25,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 46,10,VI,G11,20.0,2023-04-01,2.97,2022-07-01,RC1,3.77,7.78,3.25,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 46,11,VI,G11,20.0,2023-05-01,2.97,2022-07-01,RC1,3.77,7.78,3.25,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
178 TU 42,3,VI,G11,20.0,2022-10-12,3.65,2022-07-01,RC1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
178 TU 42,4,VI,G11,20.0,2022-11-12,3.65,2022-07-01,RC1,0.0,2.94,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
178 TU 42,5,VI,G11,20.0,2022-12-12,3.65,2022-07-01,RC1,0.0,1.05,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
178 TU 42,6,VI,G11,20.0,2023-01-15,3.65,2022-07-01,RC1,1.1,1.67,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
178 TU 42,7,VI,G11,20.0,2023-02-14,3.65,2022-07-01,RC1,2.8,4.35,0.4,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
178 TU 42,8,VI,G11,20.0,2023-03-16,3.65,2022-07-01,RC1,4.62,1.67,0.3,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
178 TU 42,9,VI,G11,20.0,2023-04-13,3.65,2022-07-01,RC1,2.16,12.05,0.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
178 TU 42,10,VI,G11,20.0,2023-04-01,3.65,2022-07-01,RC1,2.16,12.05,0.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
178 TU 42,11,VI,G11,20.0,2023-05-01,3.65,2022-07-01,RC1,2.16,12.05,0.0,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
179 TU 42,3,VI,G11,20.0,2022-10-12,3.49,2022-07-01,RC1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
179 TU 42,4,VI,G11,20.0,2022-11-12,3.49,2022-07-01,RC1,1.82,3.62,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
179 TU 42,5,VI,G11,20.0,2022-12-12,3.49,2022-07-01,RC1,0.0,0.37,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
179 TU 42,6,VI,G11,20.0,2023-01-15,3.49,2022-07-01,RC1,2.22,3.4,0.3,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
179 TU 42,7,VI,G11,20.0,2023-02-14,3.49,2022-07-01,RC1,1.9,5.12,0.2,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
179 TU 42,8,VI,G11,20.0,2023-03-16,3.49,2022-07-01,RC1,4.76,0.46,0.0,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
179 TU 42,9,VI,G11,20.0,2023-04-13,3.49,2022-07-01,RC1,2.84,9.36,0.7,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
179 TU 42,10,VI,G11,20.0,2023-04-01,3.49,2022-07-01,RC1,2.84,9.36,0.7,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
179 TU 42,11,VI,G11,20.0,2023-05-01,3.49,2022-07-01,RC1,2.84,9.36,0.7,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
174 TU 46,3,VI,G11,20.0,2022-10-12,4.58,2022-07-01,RC1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
174 TU 46,4,VI,G11,20.0,2022-11-12,4.58,2022-07-01,RC1,1.61,1.07,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
174 TU 46,5,VI,G11,20.0,2022-12-12,4.58,2022-07-01,RC1,2.82,0.7,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
174 TU 46,6,VI,G11,20.0,2023-01-15,4.58,2022-07-01,RC1,0.0,1.61,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
174 TU 46,7,VI,G11,20.0,2023-02-14,4.58,2022-07-01,RC1,1.92,4.9,0.1,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
174 TU 46,8,VI,G11,20.0,2023-03-16,4.58,2022-07-01,RC1,0.76,0.88,1.8,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
174 TU 46,9,VI,G11,20.0,2023-04-14,4.58,2022-07-01,RC1,4.41,5.63,0.9,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
174 TU 46,10,VI,G11,20.0,2023-04-01,4.58,2022-07-01,RC1,4.41,5.63,0.9,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
174 TU 46,11,VI,G11,20.0,2023-05-01,4.58,2022-07-01,RC1,4.41,5.63,0.9,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
175 TU 42,3,VI,G11,20.0,2022-10-12,5.25,2022-07-01,RC1,0.0,0.46,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
175 TU 42,4,VI,G11,20.0,2022-11-12,5.25,2022-07-01,RC1,3.17,0.0,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
175 TU 42,5,VI,G11,20.0,2022-12-12,5.25,2022-07-01,RC1,1.39,0.17,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
175 TU 42,6,VI,G11,20.0,2023-01-15,5.25,2022-07-01,RC1,0.0,1.98,0.2,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
175 TU 42,7,VI,G11,20.0,2023-02-14,5.25,2022-07-01,RC1,0.93,4.35,0.2,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
175 TU 42,8,VI,G11,20.0,2023-03-16,5.25,2022-07-01,RC1,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
175 TU 42,9,VI,G11,20.0,2023-04-13,5.25,2022-07-01,RC1,4.29,9.11,0.4,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 42,10,VI,G11,20.0,2023-04-01,5.25,2022-07-01,RC1,4.29,9.11,0.4,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 42,11,VI,G11,20.0,2023-05-01,5.25,2022-07-01,RC1,4.29,9.11,0.4,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
175 TU 48,3,VI,G11,20.0,2022-10-12,2.93,2022-07-01,RC1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,285.0,2022,10,285
175 TU 48,4,VI,G11,20.0,2022-11-12,2.93,2022-07-01,RC1,0.0,1.43,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
175 TU 48,5,VI,G11,20.0,2022-12-12,2.93,2022-07-01,RC1,0.0,1.47,0.0,5.0,0.0,0.0,0.0,0.0,172.0,2022,12,172
175 TU 48,6,VI,G11,20.0,2023-01-15,2.93,2022-07-01,RC1,3.57,2.87,0.0,5.0,6.0,0.0,0.0,0.0,271.0,2023,1,271
175 TU 48,7,VI,G11,20.0,2023-02-14,2.93,2022-07-01,RC1,0.0,3.52,1.17,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
175 TU 48,8,VI,G11,20.0,2023-03-16,2.93,2022-07-01,RC1,2.63,0.35,0.0,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
175 TU 48,9,VI,G11,20.0,2023-04-11,2.93,2022-07-01,RC1,1.23,4.67,0.5,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 48,10,VI,G11,20.0,2023-04-01,2.93,2022-07-01,RC1,1.23,4.67,0.5,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
175 TU 48,11,VI,G11,20.0,2023-05-01,2.93,2022-07-01,RC1,1.23,4.67,0.5,5.0,5.0,0.0,0.0,0.0,283.0,2023,5,128
12 BS 54,3,II,GMP 7,25.0,2022-10-13,6.94,2022-07-01,PC,0.0,0.65,0.0,5.0,5.0,0.0,100.0,0.0,295.0,2022,10,295
12 BS 54,4,II,GMP 7,25.0,2022-11-14,6.94,2022-07-01,PC,0.78,1.3,0.0,5.0,0.0,0.0,102.0,10.3,194.0,2022,11,194
12 BS 54,5,II,GMP 7,25.0,2022-12-10,6.94,2022-07-01,PC,1.37,3.09,0.0,5.0,0.0,0.0,0.0,10.1,163.0,2022,12,163
12 BS 54,6,II,GMP 7,25.0,2023-01-15,6.94,2022-07-01,PC,2.73,3.85,0.05,5.0,0.0,0.0,1000.0,0.0,140.0,2023,1,140
12 BS 54,7,II,GMP 7,25.0,2023-02-08,6.94,2022-07-01,PC,1.86,3.94,0.05,5.0,0.0,0.0,110.0,0.0,249.0,2023,2,249
12 BS 54,8,II,GMP 7,25.0,2023-03-13,6.94,2022-07-01,PC,0.83,4.69,0.35,5.0,0.0,0.0,106.0,0.0,391.0,2023,3,391
12 BS 54,9,II,GMP 7,25.0,2023-04-12,6.94,2022-07-01,PC,3.76,7.44,13.35,7.0,5.0,0.0,0.0,0.0,175.0,2023,4,175
12 BS 54,10,II,GMP 7,25.0,2023-05-11,6.94,2022-07-01,PC,2.95,8.89,3.7,0.0,5.0,10.0,90.0,0.0,79.0,2023,5,79
12 BS 54,11,II,GMP 7,25.0,2023-06-14,6.94,2022-07-01,PC,7.69,8.8,46.9,0.0,0.0,0.0,100.0,0.0,110.0,2023,6,110
13 BS 44,3,II,R08,25.0,2022-10-13,5.09,2022-07-01,PC,0.0,0.43,0.0,5.0,5.0,0.0,100.0,200.0,295.0,2022,10,295
13 BS 44,4,II,R08,25.0,2022-11-14,5.09,2022-07-01,PC,0.78,1.19,0.0,5.0,4.0,0.0,101.0,10.1,194.0,2022,11,194
13 BS 44,5,II,R08,25.0,2022-12-13,5.09,2022-07-01,PC,1.31,2.61,0.0,5.0,5.0,0.0,0.0,4.0,163.0,2022,12,163
13 BS 44,6,II,R08,25.0,2023-01-15,5.09,2022-07-01,PC,1.54,11.71,0.05,5.0,5.0,0.0,100.0,0.0,140.0,2023,1,140
13 BS 44,7,II,R08,25.0,2023-02-10,5.09,2022-07-01,PC,3.96,12.27,0.15,5.0,0.0,0.0,105.0,0.0,249.0,2023,2,249
13 BS 44,8,II,R08,25.0,2023-03-17,5.09,2022-07-01,PC,2.54,12.44,6.95,5.0,5.0,0.0,103.0,0.0,391.0,2023,3,391
13 BS 44,9,II,R08,25.0,2023-04-13,5.09,2022-07-01,PC,4.63,17.45,1.45,6.0,5.0,0.0,90.0,0.0,175.0,2023,4,175
13 BS 44,10,II,R08,25.0,2023-05-11,5.09,2022-07-01,PC,4.25,18.42,4.6,0.0,0.0,9.0,105.0,0.0,79.0,2023,5,79
13 BS 44,11,II,R08,25.0,2023-06-14,5.09,2022-07-01,PC,6.23,18.49,70.35,0.0,0.0,0.0,90.0,0.0,110.0,2023,6,110
11 BS 45,3,II,R08,25.0,2022-10-13,3.97,2022-07-01,PC,0.0,0.0,0.0,5.0,5.0,0.0,100.0,200.0,295.0,2022,10,295
11 BS 45,4,II,R08,25.0,2022-11-14,3.97,2022-07-01,PC,0.0,1.44,0.0,5.0,4.0,0.0,101.0,10.1,194.0,2022,11,194
11 BS 45,5,II,R08,25.0,2022-12-13,3.97,2022-07-01,PC,2.44,2.89,0.0,5.0,5.0,0.0,0.0,4.0,163.0,2022,12,163
11 BS 45,6,II,R08,25.0,2023-01-15,3.97,2022-07-01,PC,3.03,7.21,0.0,5.0,5.0,0.0,100.0,0.0,140.0,2023,1,140
11 BS 45,7,II,R08,25.0,2023-02-10,3.97,2022-07-01,PC,2.91,9.03,7.1,5.0,0.0,0.0,105.0,0.0,249.0,2023,2,249
11 BS 45,8,II,R08,25.0,2023-03-17,3.97,2022-07-01,PC,1.67,10.79,8.0,5.0,5.0,0.0,103.0,0.0,391.0,2023,3,391
11 BS 45,9,II,R08,25.0,2023-04-13,3.97,2022-07-01,PC,8.33,16.45,21.0,6.0,5.0,0.0,90.0,0.0,175.0,2023,4,175
11 BS 45,10,II,R08,25.0,2023-05-11,3.97,2022-07-01,PC,2.61,18.68,25.2,0.0,0.0,9.0,105.0,0.0,79.0,2023,5,79
11 BS 45,11,II,R08,25.0,2023-06-15,3.97,2022-07-01,PC,5.88,16.04,119.6,0.0,0.0,0.0,90.0,0.0,110.0,2023,6,110
104 BU 49,3,V,GMP 7,5.0,2022-10-13,4.7,2022-07-01,RC2,0.0,0.54,0.0,5.0,5.0,0.0,0.0,10.0,315.0,2022,10,315
104 BU 49,4,V,GMP 7,5.0,2022-11-11,4.7,2022-07-01,RC2,3.28,0.88,0.0,5.0,5.0,0.0,101.0,0.0,314.0,2022,11,314
104 BU 49,5,V,GMP 7,5.0,2022-12-14,4.7,2022-07-01,RC2,2.56,1.0,0.0,5.0,7.0,0.0,101.0,0.0,241.0,2022,12,241
104 BU 49,6,V,GMP 7,5.0,2023-01-15,4.7,2022-07-01,RC2,5.32,7.75,0.1,5.0,5.0,0.0,140.0,0.0,225.0,2023,1,225
104 BU 49,7,V,GMP 7,5.0,2023-02-13,4.7,2022-07-01,RC2,3.67,6.6,1.0,5.0,0.0,0.0,0.0,0.0,286.0,2023,2,286
104 BU 49,8,V,GMP 7,5.0,2023-03-15,4.7,2022-07-01,RC2,2.33,9.46,3.2,5.0,0.0,0.0,110.0,0.0,494.0,2023,3,494
104 BU 49,9,V,GMP 7,5.0,2023-04-18,4.7,2022-07-01,RC2,12.41,11.0,4.5,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
104 BU 49,10,V,GMP 7,5.0,2023-04-01,4.7,2022-07-01,RC2,12.41,11.0,4.5,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
104 BU 49,11,V,GMP 7,5.0,2023-05-01,4.7,2022-07-01,RC2,12.41,11.0,4.5,5.0,5.0,0.0,300.0,0.0,168.0,2023,5,128
105 BU 49,3,V,GMP 7,5.0,2022-10-13,4.6,2022-07-01,RC2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,315.0,2022,10,315
105 BU 49,4,V,GMP 7,5.0,2022-11-11,4.6,2022-07-01,RC2,1.61,0.8,0.0,5.0,5.0,0.0,101.0,0.0,314.0,2022,11,314
105 BU 49,5,V,GMP 7,5.0,2022-12-14,4.6,2022-07-01,RC2,2.56,0.5,0.0,5.0,7.0,0.0,101.0,0.0,241.0,2022,12,241
105 BU 49,6,V,GMP 7,5.0,2023-01-15,4.6,2022-07-01,RC2,4.6,6.54,1.8,5.0,5.0,0.0,140.0,0.0,225.0,2023,1,225
105 BU 49,7,V,GMP 7,5.0,2023-02-13,4.6,2022-07-01,RC2,2.83,5.83,1.0,5.0,0.0,0.0,0.0,0.0,286.0,2023,2,286
105 BU 49,8,V,GMP 7,5.0,2023-03-15,4.6,2022-07-01,RC2,5.34,7.65,13.8,5.0,0.0,0.0,110.0,0.0,494.0,2023,3,494
105 BU 49,9,V,GMP 7,5.0,2023-04-17,4.6,2022-07-01,RC2,9.93,11.59,6.6,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
105 BU 49,10,V,GMP 7,5.0,2023-04-01,4.6,2022-07-01,RC2,9.93,11.59,6.6,5.0,5.0,0.0,300.0,0.0,168.0,2023,4,168
105 BU 49,11,V,GMP 7,5.0,2023-05-01,4.6,2022-07-01,RC2,9.93,11.59,6.6,5.0,5.0,0.0,300.0,0.0,168.0,2023,5,128
410 TU 149,3,VII,G11,3.0,2022-10-13,4.63,2022-07-01,RC1,0.0,0.14,0.0,5.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
410 TU 149,4,VII,G11,3.0,2022-11-15,4.63,2022-07-01,RC1,0.0,0.36,0.0,5.0,6.0,0.0,140.0,0.0,257.0,2022,11,257
410 TU 149,5,VII,G11,3.0,2022-12-13,4.63,2022-07-01,RC1,3.95,2.27,0.0,5.0,5.0,0.0,190.0,0.0,176.0,2022,12,176
410 TU 149,6,VII,G11,3.0,2023-01-15,4.63,2022-07-01,RC1,0.0,8.78,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
410 TU 149,7,VII,G11,3.0,2023-02-17,4.63,2022-07-01,RC1,3.64,3.74,0.1,5.0,5.0,0.0,130.0,0.0,441.0,2023,2,441
410 TU 149,8,VII,G11,3.0,2023-03-20,4.63,2022-07-01,RC1,4.07,0.91,0.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
410 TU 149,9,VII,G11,3.0,2023-04-30,4.63,2022-07-01,RC1,7.03,3.15,1.9,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
410 TU 149,10,VII,G11,3.0,2023-04-01,4.63,2022-07-01,RC1,7.03,3.15,1.9,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
410 TU 149,11,VII,G11,3.0,2023-05-01,4.63,2022-07-01,RC1,7.03,3.15,1.9,5.0,0.0,0.0,110.0,0.0,316.0,2023,5,57
406 TU 149,3,VII,G11,3.0,2022-10-13,4.91,2022-07-01,RC1,0.0,2.93,0.0,5.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
406 TU 149,4,VII,G11,3.0,2022-11-15,4.91,2022-07-01,RC1,3.45,1.07,0.0,5.0,6.0,0.0,140.0,0.0,257.0,2022,11,257
406 TU 149,5,VII,G11,3.0,2022-12-13,4.91,2022-07-01,RC1,1.32,1.4,0.0,5.0,5.0,0.0,190.0,0.0,176.0,2022,12,176
406 TU 149,6,VII,G11,3.0,2023-01-15,4.91,2022-07-01,RC1,3.49,5.18,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
406 TU 149,7,VII,G11,3.0,2023-02-17,4.91,2022-07-01,RC1,4.92,1.09,0.0,5.0,5.0,0.0,130.0,0.0,441.0,2023,2,441
406 TU 149,8,VII,G11,3.0,2023-03-19,4.91,2022-07-01,RC1,0.83,1.64,0.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
406 TU 149,9,VII,G11,3.0,2023-04-30,4.91,2022-07-01,RC1,7.26,3.84,0.7,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
406 TU 149,10,VII,G11,3.0,2023-04-01,4.91,2022-07-01,RC1,7.26,3.84,0.7,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
406 TU 149,11,VII,G11,3.0,2023-05-01,4.91,2022-07-01,RC1,7.26,3.84,0.7,5.0,0.0,0.0,110.0,0.0,316.0,2023,5,57
339 TU 126,3,VII,R2,16.0,2022-10-13,6.36,2022-07-01,RC2,0.0,0.46,0.0,5.0,0.0,0.0,0.0,50.0,273.0,2022,10,273
339 TU 126,4,VII,R2,16.0,2022-11-04,6.36,2022-07-01,RC2,0.0,1.87,0.0,6.0,0.0,0.0,0.0,0.0,257.0,2022,11,257
339 TU 126,5,VII,R2,16.0,2022-12-03,6.36,2022-07-01,RC2,0.7,0.87,0.0,6.0,0.0,0.0,0.0,0.0,176.0,2022,12,176
339 TU 126,6,VII,R2,16.0,2023-01-15,6.36,2022-07-01,RC2,2.31,1.16,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
339 TU 126,7,VII,R2,16.0,2023-02-09,6.36,2022-07-01,RC2,4.52,4.31,0.0,5.0,0.0,0.0,0.0,0.0,441.0,2023,2,441
339 TU 126,8,VII,R2,16.0,2023-03-11,6.36,2022-07-01,RC2,3.23,2.4,0.0,6.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
339 TU 126,9,VII,R2,16.0,2023-04-08,6.36,2022-07-01,RC2,3.8,7.86,0.0,4.0,0.0,0.0,0.0,0.0,316.0,2023,4,316
339 TU 126,10,VII,R2,16.0,2023-05-09,6.36,2022-07-01,RC2,5.67,10.89,0.7,0.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
339 TU 126,11,VII,R2,16.0,2023-05-01,6.36,2022-07-01,RC2,5.67,10.89,0.7,0.0,0.0,0.0,0.0,0.0,57.0,2023,5,57
405 TU 149,3,VII,G11,3.0,2022-10-13,4.0,2022-07-01,RC1,0.0,1.52,0.0,5.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
405 TU 149,4,VII,G11,3.0,2022-11-15,4.0,2022-07-01,RC1,1.89,1.04,0.0,5.0,6.0,0.0,140.0,0.0,257.0,2022,11,257
405 TU 149,5,VII,G11,3.0,2022-12-13,4.0,2022-07-01,RC1,0.0,1.71,0.0,5.0,5.0,0.0,190.0,0.0,176.0,2022,12,176
405 TU 149,6,VII,G11,3.0,2023-01-15,4.0,2022-07-01,RC1,4.6,4.33,0.0,5.0,5.0,0.0,0.0,0.0,443.0,2023,1,443
405 TU 149,7,VII,G11,3.0,2023-02-17,4.0,2022-07-01,RC1,4.46,1.16,0.0,5.0,5.0,0.0,130.0,0.0,441.0,2023,2,441
405 TU 149,8,VII,G11,3.0,2023-03-20,4.0,2022-07-01,RC1,3.23,1.12,0.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
405 TU 149,9,VII,G11,3.0,2023-04-30,4.0,2022-07-01,RC1,4.0,3.57,1.2,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
405 TU 149,10,VII,G11,3.0,2023-04-01,4.0,2022-07-01,RC1,4.0,3.57,1.2,5.0,0.0,0.0,110.0,0.0,316.0,2023,4,316
405 TU 149,11,VII,G11,3.0,2023-05-01,4.0,2022-07-01,RC1,4.0,3.57,1.2,5.0,0.0,0.0,110.0,0.0,316.0,2023,5,57
237 TU 58,3,VI,R08,19.0,2022-10-14,3.95,2022-07-01,PC,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
237 TU 58,4,VI,R08,19.0,2022-11-14,3.95,2022-07-01,PC,0.0,0.34,0.0,5.0,4.0,0.0,0.0,0.0,259.0,2022,11,259
237 TU 58,5,VI,R08,19.0,2022-12-14,3.95,2022-07-01,PC,0.0,1.17,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
237 TU 58,6,VI,R08,19.0,2023-01-15,3.95,2022-07-01,PC,2.27,4.8,0.1,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
237 TU 58,7,VI,R08,19.0,2023-02-16,3.95,2022-07-01,PC,3.74,6.6,0.8,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
237 TU 58,8,VI,R08,19.0,2023-03-17,3.95,2022-07-01,PC,0.0,7.78,0.6,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
237 TU 58,9,VI,R08,19.0,2023-04-13,3.95,2022-07-01,PC,4.38,23.9,4.6,5.0,5.0,0.0,0.0,0.0,283.0,2023,4,283
237 TU 58,10,VI,R08,19.0,2023-05-13,3.95,2022-07-01,PC,3.95,25.34,4.3,0.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
237 TU 58,11,VI,R08,19.0,2023-06-18,3.95,2022-07-01,PC,4.44,26.09,26.2,0.0,0.0,0.0,0.0,0.0,114.0,2023,6,114
233 TU 61,3,VI,R08,19.0,2022-10-14,4.01,2022-07-01,PC,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
